scene,in,out,dur_s,words,narration,image_prompt
84,0:17:58.904,0:18:08.357,9.45,28,"Trash finds the trash heap, Price said, tapping his cane, pleased with the line. Four dollars, county rate; a canvas sack and a ditch corner was the arithmetic.",
85,0:18:08.357,0:18:26.924,18.57,55,"He said it in the hearing of half the town: ""And I'll thank our undertaker not to waste linen on it. Sentiment is a debt this town cannot afford."" What Abel Thorne did next, he did in plain sight of all of them, over nine days, and he never argued with a soul about it.",
86,0:18:26.924,0:18:38.401,11.48,34,"He just did it, the way weather does. He built the coffin out of his good pine the clear, straight boards he kept for paying customers and planed it smooth as a church rail,",
87,0:18:38.401,0:18:51.904,13.5,40,"and lined it with clean linen Cora Quinn sewed for him. Cora was the seamstress, a widow herself, quiet, with steady grey eyes; she'd been leaving her mending money in Abel's coffin linings at cost for years, for the paupers,",
88,0:18:51.904,0:19:07.433,15.53,46,"and she was the one soul on the street who never called him crow. When he came to her for linen for a tramp's coffin and confessed he could pay her only slowly, she looked at him a long moment and charged him nothing at all,",
89,0:19:07.433,0:19:17.561,10.13,30,"and if you want to know when the second thread of this story was tied, it was tied there, over a bolt of white cloth neither of them could afford.",
90,0:19:17.561,0:19:32.752,15.19,45,"He washed the old man's body and combed the white fringe of his hair. He dressed him and the town truly did not forgive him this part for a month in his own Sunday coat, the single good garment Abel Thorne owned, brushed and mended,",
91,0:19:32.752,0:19:49.968,17.22,51,"because a man ought to meet whatever's next in a coat that fits him and doesn't have another man's patches on it. He tried first to tuck the brass watch into the coffin, and stood there a moment, and took it back out, because a promise is a promise: not buried.",
92,0:19:49.968,0:20:01.108,11.14,33,"Wound. He dug the grave himself, on the best corner of the hill the southeast corner, where the light comes long in the evening and you can see the creek six feet, square-sided,",
93,0:20:01.108,0:20:14.611,13.5,40,"in ground still cold from winter. Vernon Price came up the hill personally to remind him that corner lots on that slope were ""spoken for in the town's plans,"" and Abel, standing chest-deep in the ground with the shovel going,",
94,0:20:14.611,0:20:24.064,9.45,28,"replied with the longest speech the town ever got out of him on the subject. ""Dead's dead, Mr. Price,"" he said. ""This one's mine to do right by.",
95,0:20:24.064,0:20:34.529,10.46,31,"You'll want to stand back from the edge; the dirt's soft."" And then came the twelve dollars the part of this story the town told as a joke for five weeks,",
96,0:20:34.529,0:20:45.331,10.8,32,"and would have given ten years apiece, every man of them, to take back. Watch what the poorest man in Granite Flat does with the last money he has in the world.",
97,0:20:45.331,0:20:54.446,9.11,27,"Abel Thorne had twelve dollars and forty cents to his name; that was the whole of it, the entire estate of eleven years of burying a town,",
98,0:20:54.446,0:21:07.611,13.17,39,"kept in a coffee tin over the workbench against the winter. There was a granite slab at the mason's yard in the county seat, hauled in two years back for a cattleman's monument and never paid for or claimed.",
99,0:21:07.611,0:21:18.414,10.8,32,"Abel walked the nine miles, and paid twelve dollars for it, and hauled it back on the coffin wagon, and stood it in his workshop, and then, every night for nine nights,",
100,0:21:18.414,0:21:30.229,11.82,35,"after the day's work, by lamplight, with a mallet and chisels and his big careful hands the undertaker carved. He was no mason. The letters came slow, and a little uneven, and truer for it.",
101,0:21:30.229,0:21:41.707,11.48,34,The town watched through his window they made an entertainment of it; men brought their beer over from the saloon to watch the crow chisel a tramp's monument and offer wit through the glass,
102,0:21:41.707,0:21:57.236,15.53,46,"and Abel worked on as if they were weather too. Nine nights. And when he and Cora and the livery boy the same boy who'd turned the old man out of the straw and had been sick about it ever since, and who Abel, knowing that,",
103,0:21:57.236,0:22:07.363,10.13,30,"had quietly asked for help precisely so the boy could put it down when the three of them raised that stone at the head of the grave on the hill,",
104,0:22:07.363,0:22:20.866,13.5,40,"this is what Granite Flat read on it, and laughed: HERE LIES A STRANGER DIED APRIL 15 KNOWN TO GOD HE WAS SOMEBODY'S SON Four lines, carved by lamplight by a man who'd spent his last dollar on the granite.",
105,0:22:20.866,0:22:35.045,14.18,42,"The three of them stood there in the evening light, and Abel read the words aloud, hat off, because nobody goes into the ground alone and down in the town Vernon Price was already at work turning the whole affair to use.",
106,0:22:35.045,0:22:45.847,10.8,32,"Because the joke, Price found, had a useful edge on it. A man that foolish with money, he told the council, was a man who could not be trusted with the county's.",
107,0:22:45.847,0:22:55.637,9.79,29,"The contract for pauper burials came up for renewal at the end of June, and Price had his cut-rate city man ready, and the vote was moving his way.",
108,0:22:55.637,0:23:06.777,11.14,33,"More: the ""improvement plan"" for the hill clear the pauper field, move the bones to the ditch lot by the flats was suddenly wearing new clothes: dignity for the town, Price called it,",
109,0:23:06.777,0:23:20.955,14.18,42,"a fine hotel where the trash graves stood. By the last week of May, Abel Thorne was five weeks from losing the contract that kept him fed, and the field where his paupers lay where Lila lay, at the field's decent edge,",
110,0:23:20.955,0:23:36.822,15.87,47,"in the plot beside the one Abel kept for himself was five weeks from Vernon Price's surveyors. The undertaker had an empty coffee tin, a mortgaged workshop, a watch he kept wound out of a promise to a dead tramp, and the town's laughter for a coat.",
111,0:23:36.822,0:23:47.624,10.8,32,"That was the state of things the kind man beaten, the smiling man winning, the arithmetic of Granite Flat working exactly the way Vernon Price's kind of arithmetic always seems to work",
112,0:23:47.624,0:24:00.452,12.83,38,"on the day the black coach came up the flats road. It came in on a Tuesday, lacquered black, city-built, drawn by a matched pair, and Granite Flat had it in view for four miles of flat road,",
113,0:24:00.452,0:24:09.567,9.11,27,which was time enough for the whole street to find a reason to be on the boardwalk when it pulled up in front of the Price Hotel.,
114,0:24:09.567,0:24:20.369,10.8,32,"The man who stepped down was thin and dry and sixty, in a black suit and spectacles, and he had the particular stillness of a profession that gets paid to notice things.",
115,0:24:20.369,0:24:32.185,11.82,35,"He declined Vernon Price's hand-shaken welcome with perfect courtesy, took a room, asked one question of the clerk the clerk told six people within the hour and in the evening he walked into the saloon,",
116,0:24:32.185,0:24:46.701,14.52,43,"set his hat on the bar, and asked it again, of everyone, in a voice that carried like a dropped coin. ""My name is Quincey Adair. I am an attorney, and I have come six hundred miles on the business of an estate.",
117,0:24:46.701,0:25:02.567,15.87,47,"In April an old man died in this town — a stranger, penniless, no kin known. I'm told he lies on the hill under a granite marker."" He let that sit, and his eyes went round the room, unhurried, taking the measure of every face they crossed.",
118,0:25:02.567,0:25:12.019,9.45,28,"""I've been to ten towns before this one, gentlemen, on the same trail, and I know to the dollar what that old man's passage looked like everywhere else.",
119,0:25:12.019,0:25:24.847,12.83,38,"So I ask this town what I asked the others. Who paid for the headstone?"" Understand what every man in that saloon was thinking in the silence that followed — because they were all thinking the same thing.",
120,0:25:24.847,0:25:35.987,11.14,33,"An attorney. An estate. Six hundred miles. The words rich relations formed over that room like weather, and every soul in it began, at the same instant, to revise his memory of April.",
121,0:25:35.987,0:25:46.790,10.8,32,"And before one honest tongue could move, Vernon Price — who could smell money through a strongbox at forty rods — was on his feet with his thumbs in his silver-buttoned vest.",
122,0:25:46.790,0:26:02.994,16.2,48,"Stay with me now. Don't you move. This is the scene you came for, and it's going to be paid off in brass. ""Sir,"" said Vernon Price, ""I am glad you've come — chairman of the council, Vernon Price, the hotel is mine, you're most welcome in it.",
123,0:26:02.994,0:26:22.236,19.24,57,"And I'm proud to say you've reached the end of your search."" The smile came out, the civic one, the one for investors. ""What was done for that poor old fellow was done by this town, sir — by the charity of Granite Flat, of which I may say I have the honor to be an instrument.",
124,0:26:22.236,0:26:37.764,15.53,46,"The stone, the plot, the Christian burial — the town saw to it. We are not a place, whatever you may have found elsewhere, that lets a stranger go to a pauper's ditch."" He gestured, warm and large, taking in the room, the street, the hill.",
125,0:26:37.764,0:26:49.242,11.48,34,"""If there are — particulars — you wish to discuss, touching the estate, my office is at your service. I kept a fatherly eye on the whole sad business personally."" The room held still.",
126,0:26:49.242,0:27:00.720,11.48,34,"Thirty men who knew better looked into their glasses, and not one of them spoke, because Price held paper on half of them and custom on the rest and that silence, that purchased silence,",
127,0:27:00.720,0:27:10.510,9.79,29,"was its own kind of testimony, though only one man in the room could read it. Mr. Quincey Adair looked at Vernon Price for a long, dry, spectacled moment.",
128,0:27:10.510,0:27:22.662,12.15,36,"""The town,"" he repeated. ""How generous. Then you'll be able to tell me, Mr. Price — since you kept a fatherly eye on it personally — what the stone says."" You could hear the stove tick.",
129,0:27:22.662,0:27:32.452,9.79,29,"Vernon Price's smile did not fall; it fixed. Because Vernon Price had never once climbed the hill to read a tramp's marker he'd been up the hill exactly twice,",
130,0:27:32.452,0:27:43.592,11.14,33,"once to price the slope for his investors and once to tell a man in a grave-hole to mind the town's plans and in that instant, thirty faces watching, he had to gamble.",
131,0:27:43.592,0:27:54.057,10.46,31,"He gambled well; give him that. He was a fluent man. ""It says — as I recall — 'Rest in Peace,'"" he said, ""'a Stranger, Known to God.' Simple and fitting.",
132,0:27:54.057,0:28:04.522,10.46,31,"We didn't feel it our place to invent particulars the poor soul couldn't confirm."" ""Mm,"" said Adair. He had a little leather book out now, though he didn't look at it.",
133,0:28:04.522,0:28:14.312,9.79,29,"""Close. There are four lines, Mr. Price, and you have given me the middle two, which any man could guess. It's the last line the estate is interested in.",
134,0:28:14.312,0:28:29.841,15.53,46,"The last line is why I've come six hundred miles."" He looked up, and his dry voice went quieter, and harder. ""The man who chose that line knew something about the deceased that was true and that no living person in this town was ever told.",
135,0:28:29.841,0:28:44.694,14.85,44,"I'll have his name now. Not the town's name. His."" Silence. Price's gamble had one more card in it a fluent man can always claim to have delegated: ""the actual inscription, of course, I left to the workman—"" but the card never got played,",
136,0:28:44.694,0:29:01.911,17.22,51,"because a chair scraped at the back of the saloon, and the livery boy stood up. Seventeen years old, ears burning red, wages owed to a Price barn, and he stood up anyway, because he'd carried a corner of that stone up the hill and some debts weigh more than wages.",
137,0:29:01.911,0:29:19.465,17.55,52,"""It weren't the town."" His voice cracked and he pushed through it. ""It weren't Mr. Price. Weren't nobody but Abel Thorne, and everybody in this room knows it and half of you watched him do it through the window like it was a show."" The boy's fists were balled at his sides.",
138,0:29:19.465,0:29:34.318,14.85,44,"""He built the coffin from his paying stock. He dressed him in his own Sunday coat. He walked to the county seat and gave Hobb the mason his last twelve dollars for the granite, and he carved it nine nights with his own hands,",
139,0:29:34.318,0:29:43.433,9.11,27,"and this town —"" the boy's voice went to pieces and he finished it anyway ""this town stood at his window and laughed at him. Me too.",
140,0:29:43.433,0:29:53.223,9.79,29,"And the old man died on HIS cot, in HIS blanket, because when he come here sick in April there weren't another door in Granite Flat that'd have him.",
141,0:29:53.223,0:30:12.465,19.24,57,"I turned him out of my own straw. I know who turned him off this porch."" He looked straight at Vernon Price. ""So does he."" Every eye in the saloon went to Price, and what they saw was a man doing sums — and for the first time in the history of Granite Flat, coming up short.",
142,0:30:12.465,0:30:31.032,18.57,55,"And Mr. Quincey Adair closed his little book with a snap that sounded like a gavel. ""Thank you, son. That tallies."" He took up his hat. ""In ten towns, gentlemen, I have been offered eleven claimants for my dead client's gratitude, and the truth in each place was a locked church and a priced door",
143,0:30:31.032,0:30:42.172,11.14,33,"I have the letters he mailed me from every one of them, in his own hand, and Granite Flat's letter, I will tell you, mentions two people only."" He turned at the door.",
144,0:30:42.172,0:30:57.025,14.85,44,"""I'm told the undertaker's is the last building on the street. Don't trouble to point the way. It appears to be the one door in this town a man can find in the dark."" Now while the lawyer's boots go down that dark boardwalk,",
145,0:30:57.025,0:31:08.503,11.48,34,"and the saloon behind him breaks into the loudest quiet argument Granite Flat ever had, and Vernon Price stands holding a smile with nothing left under it up the street, in the lamplit workshop,",
146,0:31:08.503,0:31:18.293,9.79,29,"a big slow man who knows nothing of any of this is at his bench, winding a brass watch, because he promised. Here it comes. Stay for the watch.",
147,0:31:18.293,0:31:34.159,15.87,47,"Stay for the reading of the will. You have earned the next five minutes, and so, God knows, has he. Abel answered the knock with wood shavings on his sleeves, and took the lawyer for a bereaved customer, and said what he always said, gentle: ""Come in.",
148,0:31:34.159,0:31:45.299,11.14,33,"Sit. Take your time."" And Quincey Adair, who had watched rich men and poor men across six hundred miles of this errand, stepped into the sawdust-smelling lamplight, looked at the big homely man,",
149,0:31:45.299,0:31:54.752,9.45,28,"and asked his question one last time though by now it wasn't a question. ""Mr. Thorne. Who paid for the headstone?"" ""I did,"" said Abel. Plain as weather.",
150,0:31:54.752,0:32:07.242,12.49,37,"""He had nobody. That's all the story there is."" ""It is not quite all,"" said Adair, ""but the rest of it is mine to tell."" And he set his leather case on the workbench among the shavings,",
151,0:32:07.242,0:32:23.108,15.87,47,"and undid the straps. ""In April you buried a man this town knew as a beggar. His name — sit down, Mr. Thorne, I find men prefer to be sitting his name was Amos Caldwell."" He watched the name land; it landed on honest bewilderment, nothing else,",
152,0:32:23.108,0:32:32.561,9.45,28,"and the last check-mark in the lawyer's mind went quietly into its box, because that name had made ten towns' worth of liars flinch with recognition and greed,",
