scene,in,out,dur_s,words,narration,image_prompt
52,0:12:18.966,0:12:37.241,18.28,53,"and Warren never saw her at all until she brought her father's old iron skillet across the back of his skull and dropped him where he stood. Then she lit the lamp, and she held her trembling husband, and the two of them waited for the sun and for Emmett to ride in.",
53,0:12:37.241,0:12:47.586,10.34,30,"And in the gray dawn, going through Warren's pockets, they found the debts, and they found a forged paper he'd meant to plant, and they understood the whole of it.",
54,0:12:47.586,0:13:07.931,20.34,59,"The nephew had come to kill the blind uncle for a fortune he thought no one else knew was there. They could have kept the secret still. That was Ephraim's first instinct — to hush it, to hand Warren to the marshal quiet, to go on being the poor blind recluse and his plain wife, safe in being underestimated.",
55,0:13:07.931,0:13:22.069,14.14,41,"It was Susannah who said no. Not out of pride, though she'd earned some. Out of something harder and better. ""You've hidden in the dark for three years, Ephraim, and it kept you safe, but look what it near cost you.",
56,0:13:22.069,0:13:32.069,10.0,29,"Your own kin thought he could kill you in that dark and no one would look twice, because everyone believes you're nothing. I'll not have you be nothing anymore.",
57,0:13:32.069,0:13:44.483,12.41,36,"I'll not have them laugh at you one more Sunday. Let them see. Let them all see exactly who they've been pitying."" So the next Sunday, Ephraim and Susannah Vickery came to church in Juniper Flat.",
58,0:13:44.483,0:13:59.1000,15.52,45,"And a fine city lawyer came with them one Ephraim had wired for and after the service the lawyer stood up on the church steps, where the whole town was gathered and Rowena Amory was mid-laugh, and he read out, in a clear carrying voice,",
59,0:13:59.1000,0:14:14.483,14.48,42,"exactly who Ephraim Vickery was. The size of the Vickery spread. The water. The herds. The fortune. One of the richest men in the territory. And the plain, kind woman beside him his sole heir and the mistress of all of it.",
60,0:14:14.483,0:14:24.483,10.0,29,You could have heard a pin drop on the church steps of Juniper Flat. Rowena Amory's fan stopped moving. The whispers died in the mercantile before they were born.,
61,0:14:24.483,0:14:37.931,13.45,39,"The whole laughing town stood there in the cold and understood, all at once, that the two people they had mocked all winter as pitiful leftovers were the wealthiest and, it turned out, the wisest couple in the valley",
62,0:14:37.931,0:14:48.276,10.34,30,"and that the plain spinster they'd sworn no man could love had been chosen, out of the whole world, by a man who could not be fooled by a face.",
63,0:14:48.276,0:14:58.966,10.69,31,"Susannah Truett Vickery stood on those steps in her plain Sunday dress and looked out at the town that had laughed at her for thirty-one years, and she did not gloat.",
64,0:14:58.966,0:15:12.414,13.45,39,"She just looked at them, level and calm, until the looking itself had said everything, and then she took her blind husband's arm and walked him down the steps through a silence you could have carved your name in.",
65,0:15:12.414,0:15:25.172,12.76,37,"They lived a long, full life at the end of that valley, Ephraim and Susannah, and the town of Juniper Flat never laughed at either of them again though the town did, slowly, learn to love them,",
66,0:15:25.172,0:15:44.138,18.97,55,"because Susannah would not let old cruelty curdle into new. She hired the folks who'd mocked her when they fell on hard times. She read to other blind and shut-in souls, and taught younger women to, and she gave quietly to the church that had watched her sit alone in her pew for a decade.",
67,0:15:44.138,0:15:57.241,13.1,38,"Warren Vickery went to the territorial prison, and if he ever understood that a plain woman in the dark had beaten him at the one game he thought he couldn't lose, no one ever heard him say so.",
68,0:15:57.241,0:16:10.345,13.1,38,"And Rowena Amory the story goes she married well, a handsome man with a fine face, and that the marriage was a cold and unhappy one, and that she was heard to say once, years on and bitter,",
69,0:16:10.345,0:16:20.690,10.34,30,"that she'd never understood how the plainest woman in Juniper Flat had ended up the most beloved. But you and I understand it, friend. We understood it from the start.",
70,0:16:20.690,0:16:32.069,11.38,33,"Because Susannah Truett was chosen by the one man who could not see her face — and so was loved, from the very beginning, for the only things that were ever really her.",
71,0:16:32.069,0:16:44.138,12.07,35,"Her kindness. Her mind. Her stubborn, quiet, unrewarded goodness, that waited thirty-one years for a single soul to notice, and found at last the one man in the world who was looking in the dark.",
72,0:16:44.138,0:16:55.862,11.72,34,"It is an old truth, and a good one to carry home tonight: be careful whose worth you measure by their face, or their purse, or the shelf the world has set them on.",
73,0:16:55.862,0:17:08.621,12.76,37,"The people the world laughs at are so often the ones who've been paying attention all along. And love that can't see your face, friend — that's the only kind that ever really sees you at all.",
74,0:17:08.621,0:17:20.000,11.38,19,"Stay a while by our fire. There's always one more tale out here, in the lantern and the dust.",
