scene,in,out,dur_s,words,narration,image_prompt
27,0:06:53.798,0:07:03.942,10.14,29,"And it wore on Estelle. That was the thing. The veil had been meant to buy her peace, and instead it had bought her a fresh kind of loneliness,",
28,0:07:03.942,0:07:17.933,13.99,40,and there were nights that autumn when Estelle Ransome sat in her little room above the milliner's and wondered why she went on giving in secret to a town that would have spat on her if it knew her name.,
29,0:07:17.933,0:07:39.270,21.34,61,"It came to its head on a cold Sunday just before winter. Millicent Prewitt had decided the thing had gone on long enough. After the service, with the whole congregation gathered in the churchyard, Millicent walked straight up to Estelle Ransome, who was trying as always to slip away quietly, and she planted herself in the widow's path, and she said,",
30,0:07:39.270,0:07:51.863,12.59,36,"loud enough for every soul in that churchyard to hear: ""We are all of us wondering, madam, what it is you're hiding under that veil. Decent women in this town show their faces to their neighbors.",
31,0:07:51.863,0:08:09.702,17.84,51,"A Christian woman has nothing to conceal. So I'll say to you what this whole congregation is too polite to say. Lift your veil, and show us who you really are — or leave Winter Ridge to the honest folk who'll look each other in the eye."" The churchyard went silent.",
32,0:08:09.702,0:08:22.994,13.29,38,"Every eye was on the veiled widow. Millicent Prewitt stood there flushed with her own righteousness, certain she'd finally cornered the strange proud creature and would either unmask a scarred fugitive or drive her from town at last.",
33,0:08:22.994,0:08:33.837,10.84,31,"And Estelle Ransome stood very still for a long moment. And then she reached up with both black-gloved hands, and she lifted her veil. There was no scar under that veil.",
34,0:08:33.837,0:08:51.326,17.49,50,"There was no disease, no deformity, no hideous secret face. There was only a woman — a handsome, tired, dignified woman of middle years, her face marked by nothing worse than grief, her eyes calm and clear and steady as they looked out at the town that had tormented her.",
35,0:08:51.326,0:09:01.470,10.14,29,"An ordinary face. A kind face. The face, several people in that churchyard would slowly realize with a dawning horror, of no monster at all, but of a lady.",
36,0:09:01.470,0:09:11.964,10.49,30,"For a moment the town just stared, thrown, because the story they'd told themselves for six months had just evaporated in the cold air. This was the terrible hidden face?",
37,0:09:11.964,0:09:25.955,13.99,40,"This gentle grieving woman? And then Estelle Ransome spoke, for nearly the first time since she'd come to Winter Ridge, and her voice was low and cultured and perfectly steady, and it carried across that dead-silent churchyard like a bell.",
38,0:09:25.955,0:09:39.247,13.29,38,"""You want to know who I really am,"" she said, looking not at the crowd but directly at Millicent Prewitt. ""Very well. I am the woman who paid Ada Renfro's note so she could keep her baby's medicine.",
39,0:09:39.247,0:09:55.687,16.44,47,"I am the envelope on the Coltons' doorstep the month they'd have lost the farm. I am the doctor's bill the Harlows never could explain, and the widow Foster's winter wood, and a dozen other things this town has spent all autumn calling a miracle."" She paused.",
40,0:09:55.687,0:10:10.028,14.34,41,"""I am your secret angel, Mrs. Prewitt. The strange proud creature you've spent six months teaching this town to hate — I'm the one who's been quietly keeping half of you in your homes."" You could have heard the snow fall.",
41,0:10:10.028,0:10:25.769,15.74,45,"And into that ringing silence, from the edge of the churchyard, a young voice cried out Ada Renfro, the poor widowed mother, pushing forward with her baby on her hip and tears streaming down her face, staring at Estelle as the truth broke over her.",
42,0:10:25.769,0:10:42.559,16.79,48,"""It was you,"" Ada Renfro whispered, and then said it again, louder, so the whole churchyard heard. ""It was you. I prayed every night to know who saved my baby's life so I could thank them, and it was you the woman they've all been so cruel to",
43,0:10:42.559,0:10:55.151,12.59,36,"it was you the whole time."" And Ada Renfro walked up to the unveiled widow and put her free arm around her and wept into her shoulder, in front of the entire town, and Estelle Ransome",
44,0:10:55.151,0:11:10.192,15.04,43,"who had grieved alone behind a veil for a year, who had given and given and asked for nothing, who had told herself she needed no one Estelle put her arms around that poor young mother and held on like a drowning woman,",
45,0:11:10.192,0:11:21.385,11.19,32,"and something frozen in her finally, finally broke. The churchyard of Winter Ridge stood and watched, and one by one the town began to understand the size of what it had done.",
46,0:11:21.385,0:11:33.278,11.89,34,"These were not bad people, most of them. They were only careless people, comfortable people, people who had let a bored tyrant tell them who to sneer at because sneering was easier than looking.",
47,0:11:33.278,0:11:43.422,10.14,29,"And now they had to stand in the cold and see, plain as the widow's unveiled face, that they had spent six months tormenting the kindest soul among them.",
48,0:11:43.422,0:11:56.364,12.94,37,"Some of them began to cry. The widow Foster, whose wood had come from a driver who wouldn't say who sent him, put her hand over her mouth. The Coltons, who'd nearly lost the farm, stood stricken.",
49,0:11:56.364,0:12:10.005,13.64,39,"And the shame moved through that crowd like a slow cold tide, because there is no shame on earth quite like the shame of having been cruel to someone who was, in secret, being nothing but good to you.",
50,0:12:10.005,0:12:22.598,12.59,36,"And Millicent Prewitt stood alone in the middle of it, the author of all of it, and watched the whole town turn — not on Estelle now, but on the ugliness Millicent had led them into.",
51,0:12:22.598,0:12:33.791,11.19,32,"Nobody had to say a word to her. The turning was silent, and total, and it was the loudest thing that had ever happened to Millicent Prewitt in her small tyrannical life.",
52,0:12:33.791,0:12:46.033,12.24,35,"Estelle Ransome could have left. She could have shaken the dust of Winter Ridge off her feet, taken her fortune and her newly-public grief, and gone somewhere kinder, and no one would have blamed her.",
53,0:12:46.033,0:12:56.877,10.84,31,"She didn't. And the reason she didn't is the whole heart of her. ""I came here to be no one,"" she told the churchyard, her veil now folded back for good.",
54,0:12:56.877,0:13:08.770,11.89,34,"""I put on that black because I'd learned, where I came from, that money makes you a target and grief makes you invisible, and I wanted, just for a little while, to be neither.",
55,0:13:08.770,0:13:22.061,13.29,38,"And you would not let me be nobody. You made me your villain instead. Well. If I cannot be nobody here, then I will be somebody, and I will be the somebody I choose."" And Estelle Ransome chose.",
56,0:13:22.061,0:13:35.703,13.64,39,"She stayed in Winter Ridge, and she took off the veil for good, and she stopped giving in secret — because secret giving, she'd come to see, had let the town go on being cruel with a clear conscience.",
57,0:13:35.703,0:13:59.489,23.79,68,"Instead she gave in the open. She built the town a proper doctor's house and paid a real physician to stay. She endowed the little school. She set up a fund at Hollis's bank for any family in Winter Ridge about to lose their home to a hard winter, and she ran it herself, in the open, looking each frightened family in the eye as she helped them,",
58,0:13:59.489,0:14:18.727,19.24,55,"because she had learned the hard way what hiding costs. And she took Ada Renfro and Ada's baby into her own home, and the three of them became a family that grief had made and kindness had bound, and Estelle Ransome who had lost her own child found, at the far end of her mourning,",
59,0:14:18.727,0:14:40.414,21.69,62,"a daughter and a grandchild after all. As for Millicent Prewitt, Estelle did a thing that was harder and finer than revenge. When Millicent's own hard season came a few years on and it did; they always do Estelle Ransome paid her note like anyone else's, in the open, and looked her in the eye while she did it, and said only,",
60,0:14:40.414,0:14:57.553,17.14,49,"""I hope you'll remember what this feels like, Mrs. Prewitt. The being helped by someone you were sure you were better than. It's a useful thing to remember."" And Millicent Prewitt, who had never in her life been shown a mercy she'd earned, was never quite so cruel again.",
61,0:14:57.553,0:15:10.146,12.59,36,"They still tell it in Winter Ridge, they say — the story of the veiled widow the whole town tormented, and the Sunday she lifted her veil and showed them not a monster but a mirror.",
62,0:15:10.146,0:15:22.738,12.59,36,"It is an old and a needful truth, friend, and it will keep as long as there are small towns and bored tongues and faces we decide to sneer at before we've bothered to know them.",
63,0:15:22.738,0:15:38.478,15.74,45,"The stranger you've made your villain the proud one, the strange one, the one who won't show you her face on your terms you have not the first idea what she's carrying under the black, nor what she's quietly done for you while you talked.",
64,0:15:38.478,0:15:52.820,14.34,41,"We are so quick to hate what we cannot see. And so slow, so terribly slow, to wonder whether the thing behind the veil might be grieving, might be kind, might even be the very angel we've been praying to thank.",
65,0:15:52.820,0:16:04.363,11.54,33,"So the next time the town decides to sneer at a shape it doesn't understand, be the one who walks over instead, and says a gentle word, and waits to see the face.",
66,0:16:04.363,0:16:15.906,11.54,33,"You never do know, out here in the dark, whose veil you're looking at — or what mercy is looking back out at you from behind it. Stay a while by our fire.",
67,0:16:15.906,0:16:25.000,9.09,13,"There's always one more tale out here, in the lantern and the dust.",
