scene,in,out,dur_s,words,narration,image_prompt
81,0:19:20.187,0:19:30.543,10.36,31,"""I believe I'm ready to go, Marshal Cobb. There's nothing for me in Larkspur but a friend I'd like to bring along."" And she held out her hand to old Beatrice.",
82,0:19:30.543,0:19:41.901,11.36,34,"Josephine Ellery walked out of that church a landowner, on the arm of a U.S. Marshal, with the one woman who'd been kind to her when it cost something walking proud at her side.",
83,0:19:41.901,0:19:57.268,15.37,46,"She never married Caleb's kind again. In time a good long while later, and only when she was sure she married a plain honest cattleman up north who'd worked her uncle's range for twenty years and loved the land the way she came to love it,",
84,0:19:57.268,0:20:09.294,12.03,36,"and who'd courted her a whole slow year before he ever once mentioned that he knew how much she was worth. She'd learned, you see, to watch for that. To notice the order things came in.",
85,0:20:09.294,0:20:20.318,11.02,33,"She brought Beatrice north and set her up in a warm house with a window that caught the morning sun, and the old woman lived out her days there, spoiling Josephine's children rotten,",
86,0:20:20.318,0:20:36.352,16.03,48,"telling anyone who'd listen about the morning a marshal took off his hat to a woman they'd sat at the back of a church. And she was fair with what she'd been given, the way the truly wronged so often are when the wheel finally turns their way.",
87,0:20:36.352,0:20:56.396,20.04,60,"She hired the drifters and the widows and the run-down folks that a harder owner would have passed by. She set a good table and a fair wage. And every now and again, when some new hand marveled at how the great Josephine Ellery of the Northern Range had gotten her start, she'd tell them the truth of it, plain.",
88,0:20:56.396,0:21:09.758,13.36,40,"""I got my start,"" she'd say, ""sitting in the worst chair in a church, in a borrowed shawl, while a whole town waited to laugh at me. Remember that, when you're tempted to laugh at somebody in a poor seat.",
89,0:21:09.758,0:21:20.448,10.69,32,"You have got no earthly idea who they are — or who's about to walk through the door and take off his hat."" As for Caleb Carraway — the wedding never happened.",
90,0:21:20.448,0:21:42.830,22.38,67,"August Vestry took his daughter home that same afternoon and never spoke Caleb's name in his house again. The bank called in Caleb's paper within the year. And the last that anyone in Larkspur heard, the man who couldn't tell gold from gravel had drifted south, chasing another strike, still pricing every soul he met and never once guessing the price of the one he'd thrown away.",
91,0:21:42.830,0:21:58.197,15.37,46,"They still tell it in Larkspur, and up on the Northern Range where her cattle still graze — the story of the cast-off wife they sat at the back to shame, and the marshal who crossed a silent church to take off his hat to her.",
92,0:21:58.197,0:22:11.225,13.03,39,"It's an old truth, friend, and a good one to keep by the fire. The world is forever seating people where it thinks they belong — at the back, below the salt, out with the horses, behind the servants.",
93,0:22:11.225,0:22:27.260,16.03,48,"And the world is forever wrong about it. Worth was never the seat they put you in. Worth is how straight you sit in it. Josephine Ellery knew that when she had nothing, which is the only reason she knew how to carry it when she had everything.",
94,0:22:27.260,0:22:39.954,12.69,38,"So sit up straight, wherever they've put you tonight. Hold your head level. You never do know who's riding four days to find you — or which cold morning is the last one before the whole thing turns.",
95,0:22:39.954,0:22:50.978,11.02,33,"If this tale warmed you, stay a while by our fire, and share it with someone who's sitting in a hard seat right now and doesn't yet know their marshal's on the road.",
96,0:22:50.978,0:23:01.000,10.02,13,"There's always one more tale out here, in the lantern and the dust.",
