scene,in,out,dur_s,words,narration,image_prompt
53,0:11:12.317,0:11:24.773,12.46,38,"and the town of Sweetwater standing at the edge of the yard and along the road, watching, not one of them stepping forward, because Malcolm Radcliffe held paper on half of them and the other half were afraid,",
54,0:11:24.773,0:11:44.441,19.67,60,"and it is a terrible thing how much cruelty a crowd will permit if the cruelty comes with a lawful paper and a soft voice. The last thing Jonah Holloway saw of his mother, through the little window of a rich man's coach as it pulled away, was Winnie on her knees in the frost of the paddock she'd lost,",
55,0:11:44.441,0:12:02.798,18.36,56,"both arms still reaching down the road after him, screaming a name the coach was already too far to hear. And they took him east, and they gave him the Radcliffe name, and they told him — this is the cruelty inside the cruelty — they told the boy that his mother had *given him up*.",
56,0:12:02.798,0:12:16.238,13.44,41,"That she was too poor and too tired to want him. That she had signed him away and taken the money and been glad of it. They told a grieving six-year-old that his mama hadn't loved him enough to keep him,",
57,0:12:16.238,0:12:26.400,10.16,31,"and they told it to him over and over across the years until a boy who had been carried screaming from his mother's arms grew into a young man who believed,",
58,0:12:26.400,0:12:42.134,15.73,48,"in the private broken place we all keep, that he had been unwanted. And Winnie, back in Sweetwater with a corner of lost land and no way to read where a coach goes or hire a man to chase it or fight a bank that owned the sheriff",
59,0:12:42.134,0:12:52.624,10.49,32,"Winnie had no way on earth to reach him, to tell him the truth, to send one word east to say *I did not give you up, they tore you from me,",
60,0:12:52.624,0:13:10.325,17.7,54,"I have never for one hour stopped*. So she did the only thing a powerless woman could do. She stayed. She would not leave Sweetwater, not for anything, not ever, because Sweetwater was the one place on the whole wide earth where her boy knew to look for her if he ever came looking.",
61,0:13:10.325,0:13:20.159,9.83,30,"She took in washing and scrubbed the church and lived on soup and pennies. And every Sunday, she set his place. She was not entirely without a friend in it.",
62,0:13:20.159,0:13:36.221,16.06,49,"There was a neighbor woman, Effie Dell, a widow herself and no better off, who had stood at the edge of that frozen yard the morning they took Jonah and had gone home and been sick with shame and had never, in twenty years, gotten it out of her.",
63,0:13:36.221,0:13:45.399,9.18,28,"Effie could not fight a bank any more than Winnie could. But she could leave a wrapped half a loaf on Winnie's back step of a Saturday night,",
64,0:13:45.399,0:13:56.872,11.47,35,"and she could sit with her some Sunday evenings across that terrible second plate and not say a word about it, and she could be, in a town that had decided Winnie was a joke,",
65,0:13:56.872,0:14:08.345,11.47,35,the one person who looked at the set place and the small chair and understood that she was in the presence not of madness but of a faith too large for the town to hold.,
66,0:14:08.345,0:14:22.441,14.1,43,"""He's coming home, Effie,"" Winnie would say, quiet, turning the child's cup right side up. And Effie Dell, who did not know if it was true and feared it wasn't, would answer the only way love lets you answer a thing like that.",
67,0:14:22.441,0:14:42.764,20.32,62,"""I know it, Winnie,"" she'd say. ""I know he is."" And she would help her friend clear two plates, and go home, and pray she hadn't lied. Twenty years is a long time, and a town's memory is short and self-forgiving, and by the time this story truly opens the thing that had been done to Winnie Holloway had been sanded down,",
68,0:14:42.764,0:14:52.598,9.83,30,"in the town's telling, into something it could live beside. They did not say *we stood by while a banker had a child torn from his mother for a debt*.",
69,0:14:52.598,0:15:02.105,9.51,29,They said *poor Winnie lost her boy young and it turned her mind*. They did not say *Malcolm Radcliffe bought himself a son with a foreclosure*. They said *Mr.,
70,0:15:02.105,0:15:11.939,9.83,30,"Radcliffe took in an orphan out of Christian charity, and hasn't he done well by the town, look at the bank, look at the new church roof he paid for*.",
71,0:15:11.939,0:15:28.001,16.06,49,"Malcolm Radcliffe had prospered mightily in twenty years. He was the richest man in the county now, a pillar, a name, an old man in fine black broadcloth who sat in the front pew every Sunday not forty feet from the woman scrubbing the floor he walked in on,",
72,0:15:28.001,0:15:39.146,11.15,34,"and if he ever thought of her at all it was as a small settled account, a bit of unpleasantness long since closed, a mad old washerwoman who set a plate for a ghost.",
73,0:15:39.146,0:15:50.291,11.15,34,"He did not know that the ghost was coming home. Because here is what had happened in the wide world beyond Sweetwater, unknown to the town and unknown to Winnie, across those twenty years.",
74,0:15:50.291,0:16:03.075,12.78,39,"The Radcliffes' cold marriage had curdled; the fine woman in the coach had never warmed to the stolen boy, and Malcolm Radcliffe back east was a different and harder man than Malcolm Radcliffe lording it over a small town,",
75,0:16:03.075,0:16:12.254,9.18,28,and the boy they had renamed grew up in a big cold house that was rich in everything but the one thing he'd been carried screaming away from.,
76,0:16:12.254,0:16:23.727,11.47,35,"But the boy was clever, and the boy was strong, and the boy — whatever they told him about his mother — carried something they could not beat or buy out of him: a memory.",
77,0:16:23.727,0:16:33.233,9.51,29,A paddock rail. A big gentle hand teaching his small one to hold flat for a horse's lip. A woman's voice singing under her breath. The smell of bread.,
78,0:16:33.233,0:16:42.411,9.18,28,"And the name they'd tried to paint over, the name he half remembered being screamed down a frozen road, a name that wasn't the Radcliffe name at all.",
79,0:16:42.411,0:17:00.440,18.03,55,"They raised him in a tall cold house with servants and lessons and everything a boy could be given except the one thing, and the fine woman who was to have been his mother could not make herself love a child bought to fill a hole in a marriage, and so she did not try,",
80,0:17:00.440,0:17:18.797,18.36,56,"and Malcolm Radcliffe was away at his affairs, and the boy grew up in a house full of rooms and empty of arms. What they gave him instead of love was the lie, administered steadily, the way you'd give a bitter medicine that his mother had signed him away, that she'd been glad of the money,",
81,0:17:18.797,0:17:38.137,19.34,59,"that he was a charity case who ought to be grateful and was, if anything, ungrateful. A younger child might have swallowed it whole. But Jonah had been six, not two; he had memories, and he kept them the way a starving man keeps a crust, in secret, taking them out at night: the rail, the horses, the singing,",
82,0:17:38.137,0:17:48.627,10.49,32,"the bread, and under all of it, growing fainter each year and never quite gone, the sound of a woman screaming a name down a frozen road his name, his *real* name,",
83,0:17:48.627,0:18:06.656,18.03,55,"not the one they'd painted over him and it did not match, that scream, it did not match a mother who'd been glad. A boy can be told a thing a thousand times and still, in the deep place, not believe it, if once, at the bottom of him, he has been loved for true.",
84,0:18:06.656,0:18:19.440,12.78,39,"They had lied to him for years. They had never quite been able to finish the job, because Winnie had done her work too well in six short years, and love laid down that early does not scrub out.",
85,0:18:19.440,0:18:29.930,10.49,32,"He got free of them the first day he could — walked out at seventeen with nothing, the way his father had once walked the roads, and made his own way west.",
86,0:18:29.930,0:18:49.925,20.0,61,"And he studied law, because a man who has watched his whole life get taken by a lawful paper grows up wanting to understand the paper. He was brilliant at it, and he was relentless, and somewhere in those years he did a quiet, enormous thing: he dug his true name back up out of the records they'd buried it under,",
87,0:18:49.925,0:19:02.709,12.78,39,"and he took it for his own again, Holloway, so that whatever he became he would become it as *her* son and not theirs. He made himself, by his own hand, into a man of consequence in the territory.",
88,0:19:02.709,0:19:12.216,9.51,29,"But through all of it, through every year of it, one question sat in him like a splinter under the skin: *was it true?* Had she given him up?",
89,0:19:12.216,0:19:22.377,10.16,31,"Because if a man is going to go looking for the truth of the worst thing he believes about himself, he had better first become strong enough to survive the answer",
90,0:19:22.377,0:19:37.128,14.75,45,"and it had taken Jonah Holloway twenty years to get strong enough. Stay with me. He is almost to Sweetwater now. And he does not yet know which he is riding toward — a mother who wanted him, or the confirmation that she never did.",
91,0:19:37.128,0:19:48.929,11.8,36,"He came into the territory as a circuit judge appointed, respected, a hard clean name in a country short of them and he had a docket that took him from town to town, and he had,",
92,0:19:48.929,0:20:00.074,11.15,34,"folded in his breast pocket across every mile of it, a thing he had spent years and no small money assembling: the truth. Because a judge can pull a thread that a washerwoman cannot.",
93,0:20:00.074,0:20:17.448,17.37,53,"Jonah had gone back, on paper, through the whole of it the foreclosure, the writ, the bank's records, the old sheriff's file, a deathbed statement he'd tracked down from the very woman who'd ridden in that coach to be his cold new mother and had confessed, at the end of her loveless life,",
94,0:20:17.448,0:20:34.493,17.05,52,"what had truly been done and how a screaming child had been lied to. The deathbed statement was the thing that finally broke it open. The cold woman from the coach his purchased mother, who had never warmed to him and whom he had not seen in years was dying back east,",
95,0:20:34.493,0:20:44.983,10.49,32,"and something in the nearness of the end had loosened what a whole loveless life had held shut, and she had sent for a lawyer and made a statement, plain and terrible,",
96,0:20:44.983,0:20:54.161,9.18,28,"of what had truly been done in a frozen Sweetwater yard: that the boy had not been given but taken, that the mother had fought and been held,",
97,0:20:54.161,0:21:03.995,9.83,30,"that they had lied to the child on purpose and kept lying because the truth, once a boy was grown, was too dangerous to let stand. She had signed it.",
98,0:21:03.995,0:21:15.796,11.8,36,"Whether she did it out of a late-arriving conscience or only to be rid of the weight before she met her Maker, Jonah never knew and never much cared; what mattered was that it was signed,",
99,0:21:15.796,0:21:27.597,11.8,36,"and witnessed, and it said in a dead woman's own words the sentence he had waited twenty years to be allowed to believe: *the mother did not give the boy up.* He had it all, then.",
100,0:21:27.597,0:21:37.759,10.16,31,"He knew, by the time his circuit brought him at last to the town of Sweetwater on a bright Sunday in the fall, that his mother had not given him up.",
101,0:21:37.759,0:21:47.265,9.51,29,He knew she had been held down while they carried him off. He knew she had lost the land and the fight and every earthly means of reaching him.,
102,0:21:47.265,0:22:01.688,14.42,44,"What he carried into Sweetwater was not a hope any longer. It was a certainty, folded in a breast pocket, that the worst thing he had ever believed about himself was a lie a rich man had told him and under the certainty, trembling,",
103,0:22:01.688,0:22:15.456,13.77,42,the one thing paper could not settle: whether he had come home too late to say so to her face. What he did not know — what no record in any courthouse could tell him — was whether she was still alive.,
104,0:22:15.456,0:22:31.190,15.73,48,"Whether, after twenty years, there would be anyone at all in Sweetwater to come home to. So the judge did a thing that surprised his clerk. He did not ride into Sweetwater in his fine coat with his fine escort and take the good rooms at the hotel.",
105,0:22:31.190,0:22:40.696,9.51,29,"He got down off the noon stage a mile out, alone, in a plain coat, and he walked into the town of his birth on foot, quiet, a stranger,",
106,0:22:40.696,0:22:50.530,9.83,30,"the way his mother had once taught a small boy to walk up to a nervous horse slow, and gentle, and with your hand open where it can be seen.",
107,0:22:50.530,0:23:05.609,15.08,46,"He walked past the bank Malcolm Radcliffe built with the price of him. He walked past the church his mother scrubbed. And he began, heart in his mouth, to ask a careful question of the town of Sweetwater: whether anyone here remembered a woman named Holloway.",
108,0:23:05.609,0:23:16.099,10.49,32,"The first person he asked was a boy outside the mercantile, and the boy's answer put the judge's hand flat against the wall of the building for a moment, to steady himself.",
109,0:23:16.099,0:23:33.800,17.7,54,"""Old mad Winnie?"" the boy said, cheerful, the way children are cheerful about the cruelties they've inherited without examining. ""Sure, everybody knows Winnie. She's the washerwoman. She's touched — she sets a place every Sunday for a boy that run off on her a hundred years ago and talks to it like he's there.",
110,0:23:33.800,0:23:46.584,12.78,39,"Ma says it's sad. The big fellows say it's a hoot. You can go look in her window at supper if you want, everybody does."" And the boy pointed down a side street, to the poorest end of Sweetwater,",
111,0:23:46.584,0:24:05.596,19.01,58,"where a small mean house sat with its curtain not yet drawn against the evening. ""She's likely laying it out right now. It's Sunday."" The judge Jonah Holloway, come twenty years and a thousand miles home stood very still in the street with the boy's cheerful words going through him like the two halves of a struck bell.",
112,0:24:05.596,0:24:16.742,11.15,34,"*She sets a place every Sunday.* For twenty years, a town had watched his mother set a place for him every single Sunday and had turned it into a joke to frighten children with.",
113,0:24:16.742,0:24:26.576,9.83,30,"She had waited. Through everything, believing him alive, believing he would come, waiting in the one place he knew to find her, she had never once stopped setting his place",
114,0:24:26.576,0:24:40.343,13.77,42,and the town had called her *mad* for the truest and most faithful love any of them would ever be near. And something happened in the judge then that had not happened since he was six years old in a cold coach.,
115,0:24:40.343,0:24:51.816,11.47,35,"His careful, courtroom, twenty-years-armored composure cracked straight down the middle, and Jonah Holloway put his hand over his mouth like a man holding something in, and turned his face to the wall of the mercantile,",
116,0:24:51.816,0:25:01.322,9.51,29,"and wept silently, terribly, the way a grown man weeps when a grief he has carried so long it became furniture suddenly stands up and walks toward him alive.",
117,0:25:01.322,0:25:11.156,9.83,30,"He had come to Sweetwater braced for the worst answer — that she was dead, or that she really had let him go. He had not been braced for *this*.",
118,0:25:11.156,0:25:21.646,10.49,32,"He had not been braced to learn that she had never doubted, never quit, never stopped laying his plate, for twenty years, in front of a town that mocked her for it.",
119,0:25:21.646,0:25:32.463,10.82,33,"Stay with me. Because there is a small house at the poor end of Sweetwater with a curtain not yet drawn, and inside it an old woman is setting a table for two,",
120,0:25:32.463,0:25:42.625,10.16,31,"the way she has ten thousand Sundays, and there is a knock coming that she has waited half her life to answer. You have waited the whole story for this door.",
121,0:25:42.625,0:25:53.115,10.49,32,Here it is. Winnie Holloway had the plate squared to the edge and the fork just so and was reaching to turn the child's cup right side up when the knock came.,
122,0:25:53.115,0:26:10.160,17.05,52,"She did not startle. Knocks came, sometimes, Sunday evenings — boys, mostly, run off laughing before she reached the door. She wiped her hands on her apron out of long habit, and she went, and she opened it, expecting the empty step and the sound of young feet fleeing in the dusk.",
123,0:26:10.160,0:26:25.239,15.08,46,"There was a man on the step. A grown man in a plain dark coat, tall, with a strong lined face she did not know, standing very still with his hat in his two hands the way a person stands who is afraid of frightening you.",
124,0:26:25.239,0:26:45.563,20.32,62,"The last of the daylight was behind him and she could not see him well, and she waited, polite, worn, for him to state his business. And the man on the step opened his mouth, and no words came, and he tried again, and what came out at last, in a voice that shook like a much younger voice, was one word.",
125,0:26:45.563,0:26:59.986,14.42,44,It was not *ma'am*. It was not *Mrs. Holloway*. It was the word a six-year-old screams down a frozen road. It was the word carved into no document and printed in no ledger and beaten out of no boy no matter how they tried.,
126,0:26:59.986,0:27:13.098,13.11,40,"""Mama?"" Winnie Holloway went absolutely still. For twenty years she had built her whole life on a certainty the entire town had told her was madness, and in twenty years not one single soul had said that word to her,",
127,0:27:13.098,0:27:23.915,10.82,33,"and she had never not once, not on the worst nights let herself imagine the sound of it, because to imagine it was a door she could not have survived opening for nothing.",
128,0:27:23.915,0:27:40.961,17.05,52,"And now it hung in the dusk of her own doorway in a stranger's shaking voice, and she stood there with her chapped hand on the door and looked up into the face she could not see clearly, and she did the thing that broke every person who later told this story,",
129,0:27:40.961,0:27:52.761,11.8,36,"which they all did, for the rest of their lives. She lifted her worn hand, slowly, the way you reach toward something that might not be real, and she laid it against the grown man's cheek.",
130,0:27:52.761,0:28:10.463,17.7,54,"And her thumb found, at the corner of his jaw, a small old scar a scar she knew, a scar from a paddock rail and a fall and a afternoon twenty-six years gone when a fearless laughing two-year-old had climbed where he shouldn't and his mother had cleaned the cut with her apron and",
131,0:28:10.463,0:28:21.280,10.82,33,kissed it and told him he was brave. Her thumb found that scar in the dark the way a blind woman finds a word in a book she has read ten thousand times.,
132,0:28:21.280,0:28:34.720,13.44,41,"""Jonah,"" she said. Not a question. She had never once doubted. ""Jonah. You came home. I set your place. I set it every Sunday. I knew you'd "" and then the twenty years took her voice, and it did not matter,",
133,0:28:34.720,0:28:46.521,11.8,36,"because her son had already gone down onto his knees on her poor doorstep and put his face against her apron the way he had when he was small, and wrapped his arms around his mother,",
134,0:28:46.521,0:29:05.205,18.68,57,"this judge, this hard clean name in a hard country, and become, in the space of one word, a boy who had finally, finally come home and the two of them knelt there in the doorway holding on, twenty years of held-down arms finally closing around what had been carried off, and neither of them could speak,",
135,0:29:05.205,0:29:15.039,9.83,30,"and neither of them needed to, because some tables are worth setting for twenty years, and some doors are worth waiting a whole life to open, and this was both.",
136,0:29:15.039,0:29:26.184,11.15,34,"They will tell you, the people of Sweetwater and by morning the whole town knew, and by the next Sunday half of them found a reason to walk past the poor end of town",
137,0:29:26.184,0:29:36.346,10.16,31,"they will tell you that the old washerwoman and the circuit judge sat up the whole of that first night at a small table with a child's chair pulled to it,",
138,0:29:36.346,0:29:48.147,11.8,36,"and that she fed him from a cupboard he quietly saw to it was never bare again, and that he told her the truth of the twenty years and she told him the truth of them,",
139,0:29:48.147,0:30:02.570,14.42,44,"and the two truths reached across the table and finally met. But the story is not quite finished, because there was still a man in the biggest house in Sweetwater who had built his whole life on the belief that this account was closed.",
140,0:30:02.570,0:30:12.404,9.83,30,"And a judge, it happens, is a very bad enemy for a man whose fortune was founded on a lawful paper. Stay for it. You have earned the reckoning too.",
141,0:30:12.404,0:30:24.205,11.8,36,"Malcolm Radcliffe learned that the circuit judge was Winnie Holloway's son the way the powerful always learn such things — too late, and from a frightened underling, and with the ground already gone from under him.",
142,0:30:24.205,0:30:36.333,12.13,37,"He had spent twenty years secure in the knowledge that what he'd done was *legal*, that every signature was in order, that no court in the territory could touch a foreclosure that had been papered so carefully.",
143,0:30:36.333,0:30:45.840,9.51,29,"And that was true, as far as it went. But Jonah Holloway had not spent twenty years and a fortune learning the law in order to reopen a foreclosure.",
144,0:30:45.840,0:30:57.313,11.47,35,"He had learned the law in order to understand, precisely, all the *other* things a man like Radcliffe does around the edges of a lawful theft the pressure on a weak sheriff, the records adjusted,",
145,0:30:57.313,0:31:15.342,18.03,55,"the later dealings, the decades of a powerful man's careful cutting of corners in a town too frightened to keep an honest ledger and a judge who arrives in a county and quietly opens the books of its richest man, with cause, and with the cold personal patience of someone who has waited twenty years,",
146,0:31:15.342,0:31:31.076,15.73,48,"will find what there is to find. And there is always something to find. I will not walk you through the whole unwinding of Malcolm Radcliffe, because it took the better part of two years and it was done in courtrooms and not in a single grand scene,",
147,0:31:31.076,0:31:41.566,10.49,32,"which is how real reckonings mostly come slowly, on paper, the same weapon he'd used, turned. But the shape of it was this: the pillar came down. The dealings came to light.",
148,0:31:41.566,0:31:58.939,17.37,53,"The town that had called the man a benefactor watched the county learn what its benefactor was, and the fortune built on a stolen boy dispersed into fines and judgments and the pockets of people he'd quietly robbed for decades, and Malcolm Radcliffe died a few years on in a much smaller house,",
149,0:31:58.939,0:32:10.740,11.8,36,"having learned the one thing his kind never expects to learn, which is that some accounts are not closed just because you have decided to stop looking at them that a debt can sit twenty years,",
150,0:32:10.740,0:32:23.852,13.11,40,"patient as a mother at a Sunday table, and still, in the end, come due. But that is the smaller half of the ending, and I would not have you leave on it, because Malcolm Radcliffe was never the point.",
151,0:32:23.852,0:32:33.030,9.18,28,"He was only the weather the love had to survive. And I will tell you one more small thing about the town, because it belongs to the ending.",
152,0:32:33.030,0:32:45.814,12.78,39,"Effie Dell lived to see it. The neighbor woman who had left half-loaves on a mad friend's step for twenty years, who had said *I know he's coming, Winnie* on a hundred Sunday evenings without daring to believe it",
153,0:32:45.814,0:32:57.615,11.8,36,"Effie was there the week the whole town understood at last what it had mocked, and she sat in Winnie's new warm kitchen with a cup she didn't have to bring her own bread to fill,",
