scene,in,out,dur_s,words,narration,image_prompt
28,0:06:05.385,0:06:23.670,18.29,57,"She fed him not a heel at the back door but a plate at the table, bread and dripping and hot coffee, and when she saw how he held his scarred right hand curled and hidden she didn't pretend not to see it, she just moved the cup to where the good hand could reach it, easy,",
29,0:06:23.670,0:06:33.614,9.94,31,"like it was nothing. And there was a place on his forearm where the old burn had cracked open and gone bad on the road, and she saw him favoring it,",
30,0:06:33.614,0:06:45.163,11.55,36,"and she got a basin and clean rag and a pot of something her mother made, and she cleaned it and dressed it with her own hands, plain and unbothered, talking the whole while about nothing",
31,0:06:45.163,0:06:57.032,11.87,37,"the weather, the price of flour, a dog that had had pups in the churchyard so that a burned man being touched with kindness for the first time in a year would not have to say anything,",
32,0:06:57.032,0:07:14.676,17.64,55,"or weep, though he wanted to do both. He was in Ballard's Crossing four days. She fed him each of them. On the fourth she pressed a thing into his good hand as he left a little worn Saint Christopher medal on a bit of ribbon, brass gone soft with handling, her father's, she said,",
33,0:07:14.676,0:07:27.829,13.15,41,"for a man going on the road, because Christopher looks after travelers and she'd feel better if Ezra had him. Then a wagon he'd gotten a place on was pulling out, and he went, because you go when the wagon goes.",
34,0:07:27.829,0:07:39.377,11.55,36,He never told her what those four days were. He was too raw to say it and too proud to say it and the wagon was leaving. He meant to come back when he was somebody.,
35,0:07:39.377,0:07:50.605,11.23,35,"He carried her medal nine hundred miles and ten years. Remember the medal. It is the whole story, in the end. Ezra Vance made himself somebody. It took him the better part of a decade.",
36,0:07:50.605,0:08:00.229,9.62,30,He worked as another man's striker for board and a corner of the forge to sleep in; he saved; he learned every trade a fire and an anvil could teach;,
37,0:08:00.229,0:08:14.665,14.44,45,"and by the time this story truly begins he had his own smithy in Poplar Bend, the best hand with iron for forty miles, a squat strong shop with a good house behind it that he had built board by board with his scarred hands.",
38,0:08:14.665,0:08:27.176,12.51,39,"He was forty. He was still marked, still a big quiet man that mothers steered children around and that the town used and did not befriend, still a man who caught himself in a window glass and looked away.",
39,0:08:27.176,0:08:39.045,11.87,37,"But he was solvent, and he was respected in the narrow way a town respects a man it needs, and there was a box on the shelf by his bed with a worn brass medal in it,",
40,0:08:39.045,0:08:56.689,17.64,55,"and every so often, on the hard nights, he took it out and held it, and remembered that once, for four days, a plain quick unafraid woman had looked straight at the worst of him and not stepped back and he thought, the way a man thinks a thing he no longer expects to happen,",
41,0:08:56.689,0:09:05.992,9.3,29,"that somewhere there was a face he owed the whole of his life to, and that if he ever saw it again he would know it in a hundred.",
42,0:09:05.992,0:09:16.257,10.27,32,"And then, on a flat bright morning in his fortieth year, a stage came into Poplar Bend, and a woman climbed down from it with a marked face and a carpet bag,",
43,0:09:16.257,0:09:27.485,11.23,35,"and a rich man in a checked waistcoat said ""put her back on."" Ezra Vance came out of the shadow of his shop and across the road, and the crowd, which had been enjoying itself,",
44,0:09:27.485,0:09:39.996,12.51,39,"went quiet the way crowds do when something they didn't order steps into the scene. He was not a man who spoke in the street. He had spent twenty years not being looked at, and the habit was iron.",
45,0:09:39.996,0:09:51.224,11.23,35,"But he crossed the road and he came up beside the woman with the bag, and he said, to Everett Dunmore, in a voice like a hinge that wants oil, ""If the lady's not wanted,",
46,0:09:51.224,0:10:06.622,15.4,48,"I'll have her."" The laugh that started in the crowd died in about a second and a half, because there is a thing worse than a cruel joke and it is a cruel joke that has stopped being funny, and every soul on that street felt it turn.",
47,0:10:06.622,0:10:15.925,9.3,29,"Dunmore looked at the blacksmith the way you'd look at a mule that had spoken. ""You'll — what?"" ""I'll marry her,"" Ezra said. He was not looking at Dunmore.",
48,0:10:15.925,0:10:27.473,11.55,36,"He had taken off his hat, which he did for no one, and he was looking at Hester Merritt with a carefulness that no one in the crowd could read and that she, in her shock,",
49,0:10:27.473,0:10:41.268,13.79,43,"could not read either. ""If she'll have me. That's her business and none of yours, and you've said your piece, so you can go on and let her decide hers."" And then, low, just to her, in a voice gone almost gentle: ""Ma'am.",
50,0:10:41.268,0:10:55.703,14.44,45,"You don't know me. I'll not pretend you do. But I've a house that's dry and a trade that pays and I'll not raise my voice to you nor my hand, not ever, and you'll not be sent back anywhere you don't choose to go.",
51,0:10:55.703,0:11:05.969,10.27,32,"You can say no. But you've a hard choice on you this minute in front of all these people, and I'd not have you make it hungry and standing in the road.",
52,0:11:05.969,0:11:16.234,10.27,32,"Will you come out of the sun at least, and eat, and think?"" Hester Merritt looked at the big scarred man holding his hat, and she did not know him from Adam",
53,0:11:16.234,0:11:28.103,11.87,37,the boy she'd fed in Ballard's Crossing had been a starved young thing and this was a mountain of a man ten years older and she had fed a good many strangers in that bakery and never,
54,0:11:28.103,0:11:47.030,18.93,59,"thought to keep the count. But she knew, with the fast hard clarity that comes to people who have run out of choices, two things. She knew that the man who had ordered her had shown her exactly what he was, in the street, in the first minute, and would show it to her every day of a marriage.",
55,0:11:47.030,0:11:59.541,12.51,39,"And she knew that this other man, this frightening gentle stranger, had a scar like her scar and had said you can say no, which the rich man had never once thought to say to anyone in his life.",
56,0:11:59.541,0:12:15.902,16.36,51,"""I don't know your name,"" she said. ""Ezra Vance."" ""Mr. Vance."" Her voice did not shake, and that too cost her. ""I'll come and eat. And I'll thank you not to be kind to me out of pity, because I've had about all of that I can stand for one morning,",
57,0:12:15.902,0:12:25.846,9.94,31,"and I'd rather the road than pity."" Something happened in the burned side of Ezra's face the ghost of a thing, gone before it formed. ""It's not pity, ma'am,"" he said.",
58,0:12:25.846,0:12:39.961,14.11,44,"""You have my word it's not pity. I can't tell you today what it is. But it's not that."" And he picked up her carpet bag in his scarred right hand, the curled one, without hiding it, and he carried it across the road,",
59,0:12:39.961,0:12:58.247,18.29,57,"and Hester Merritt walked out of the dust of her rejection beside a stranger, and the town of Poplar Bend watched them go and did not laugh, and Everett Dunmore stood by the stage with his thick watch chain and the peculiar sensation of a man who has won an argument and lost something he can't name.",
60,0:12:58.247,0:13:08.191,9.94,31,"They were married that Thursday — the Thursday she was to have gone back east — by the circuit preacher, in the front room of the boarding house, with two witnesses.",
61,0:13:08.191,0:13:19.740,11.55,36,"And I want to be honest with you about that marriage, because it is the heart of this story and I'll not sweeten it: it began as a bargain between two people the world had marked,",
62,0:13:19.740,0:13:30.968,11.23,35,"and it was awkward and careful and quiet, and Hester Vance lay awake that first married night in a clean room in a stranger's good house and wondered what in God's name she had done,",
63,0:13:30.968,0:13:40.591,9.62,30,and whether kindness with a scar on it was just cruelty that hadn't shown its face yet. She did not know about the medal in the box on the shelf.,
64,0:13:40.591,0:13:50.215,9.62,30,"She did not know she had married the one man alive who had already decided, ten years and nine hundred miles ago, that he loved her. That knowledge was coming.",
65,0:13:50.215,0:14:00.160,9.94,31,"But it had to be earned, by both of them, the slow way. Stay with me. Here is how you build a marriage out of two careful people and a secret.",
66,0:14:00.160,0:14:10.104,9.94,31,"Slowly. Ezra Vance did not touch his wife nor press her; he gave her the good room and took the cot by the forge, and he said, plainly, the first morning,",
67,0:14:10.104,0:14:19.408,9.3,29,"""You'll be mistress of the house and the money both I'm no good with figures and never was, and a shop wants a hand that can keep a book.",
68,0:14:19.408,0:14:38.976,19.57,61,"You'll want for nothing I can provide, and what you can't abide about the arrangement you'll tell me, and we'll mend it or you'll go, and either way there's no debt on you."" He was so grave and so awkward about it, this enormous scarred man laying out the terms of a kindness as if he were afraid of being thanked,",
69,0:14:38.976,0:14:48.279,9.3,29,"that Hester who had braced for everything, for temper, for appetite, for the slow meanness of a man who thinks he's bought you found herself, on the third day,",
70,0:14:48.279,0:15:06.564,18.29,57,"doing a thing she had not done since the fire. She laughed. At some small dry thing he said about the cat that ruled the forge. And Ezra Vance looked at his wife laughing in his kitchen and had to go out to the shop and stand a while with his hand flat on the cold anvil,",
71,0:15:06.564,0:15:26.774,20.21,63,"because a man can be undone by a thing he wanted too long. And it turned out she could keep a book like no one in Poplar Bend. That was the first thing the town learned about the blacksmith's plain wife, and it learned it because within a month Ezra Vance's accounts, which had been a shoebox of chits and a bad memory,",
72,0:15:26.774,0:15:43.776,17.0,53,"had become a ledger so clean and so shrewd that he was making money he'd been leaking for years. Hester Merritt had grown up in her father's bakery and then kept the books of the mill her husband had managed, before the fire took the mill and the husband and very nearly her,",
73,0:15:43.776,0:15:53.400,9.62,30,and she had a head for figures and a straight back and a way of looking a man in the eye across a counter that made him mind his sums.,
74,0:15:53.400,0:16:10.723,17.32,54,"She began to keep books for others the livery, the seamstress, the two saloons a marked woman in a plain dress with a column of figures, and the town that had watched her rejected got used to her, the way towns do, and then came, grudgingly and then not grudgingly, to rely on her.",
75,0:16:10.723,0:16:21.951,11.23,35,"And every week she got a little less careful in her own house, and a little more at home, and Ezra Vance got a little braver, and there came an evening you'll want this one",
76,0:16:21.951,0:16:32.537,10.59,33,"when he was at the forge late and cut the back of his good hand on a bad weld, and she cleaned it and dressed it at the kitchen table, plain and unbothered,",
77,0:16:32.537,0:16:51.143,18.61,58,"talking the whole while about nothing, the weather and the price of iron and a dog that had had pups behind the church and Ezra Vance sat very still under his wife's hands and felt the whole of ten years go through him like a current, because he had sat like this once before, under these same hands,",
78,0:16:51.143,0:17:03.654,12.51,39,"and she did not remember, and he could not tell her, not yet, not like this. Stay with me. The secret is getting heavy. And across town, a man in a checked waistcoat was about to make it heavier.",
79,0:17:03.654,0:17:22.902,19.25,60,"Because Everett Dunmore was not finished with Hester Vance, and the reason was the meanest reason there is: she was happy, and it galled him. He had sent east for another bride, a younger prettier one from a fresh tintype, and she had come, and this is the justice of the world, and it is quiet but it is sure",
80,0:17:22.902,0:17:32.526,9.62,30,"Miss Arletta Poole had taken one look at the mud of Poplar Bend and the pink pomposity of Everett Dunmore and set about spending his money and freezing his bed,",
81,0:17:32.526,0:17:51.132,18.61,58,and within two months the whole town knew that the rich man had ordered himself a beauty and gotten a winter. He would sit in his fine parlor with his cold pretty wife and he would look out his window and see the blacksmith and the plain marked woman he'd thrown away walking home from church with their,
82,0:17:51.132,0:18:07.492,16.36,51,"heads bent together, easy, laughing, and something in Everett Dunmore curdled. He had been right. He was always right. And here was the whole town acting as though the scarred smith had gotten the better end, as though Everett Dunmore had made a fool's trade, and he could not abide it,",
83,0:18:07.492,0:18:16.795,9.3,29,and a man who cannot abide being wrong will do a great deal to prove he wasn't. So he reached for the tool such men always reach for. Money.,
84,0:18:16.795,0:18:27.381,10.59,33,"Ezra Vance's smithy sat on a lot Ezra had bought on a note most men did and the note was held, through two removes of paper that Ezra had never troubled to trace,",
85,0:18:27.381,0:18:41.496,14.11,44,"by one of Everett Dunmore's concerns. And Dunmore called it. Suddenly and in full, on a technicality of the kind that fine print is grown for, with a thirty-day demand that no working smith could meet in cash, and the plain intent, everyone understood,",
86,0:18:41.496,0:18:52.083,10.59,33,of taking the shop and the house and running the marked pair out of Poplar Bend to soothe a rich man's itch. He did it smiling. He told people it was only business.,
87,0:18:52.083,0:19:06.197,14.11,44,"And he made sure Ezra knew it came from him, because the whole point was that Ezra should know. The paper came on a Tuesday, and Ezra Vance read it slow he read slow, always had and set it down on the kitchen table,",
88,0:19:06.197,0:19:15.501,9.3,29,"and said to his wife the thing a proud man says when the ground goes out from under him. ""I'll not be able to keep the shop. I'm sorry.",
89,0:19:15.501,0:19:26.728,11.23,35,"I brought you to a thing that's about to come apart, and that's a poor return on your trust, and I'm sorry for it."" And Hester Vance picked up the paper and read it fast,",
90,0:19:26.728,0:19:36.994,10.27,32,"the way she read everything and she did not say oh Ezra, and she did not weep, and she did not tell him it would be all right. She read it twice.",
91,0:19:36.994,0:19:46.618,9.62,30,"And then she got very still in the way that Ezra was learning meant his wife had seen something, and she said, ""Ezra. Who drew this note up? The original.",
92,0:19:46.618,0:20:01.053,14.44,45,"Not Dunmore's paper — the first one, the one you signed."" ""old Beckett, the land agent. Years back. Why?"" ""Because,"" said Hester Merritt, who had kept the books of a mill and read more crooked paper than any man in Poplar Bend would ever guess,",
93,0:20:01.053,0:20:16.772,15.72,49,"""a demand like this can only stand if the note was clean when it was written. And I have been keeping this town's books for eight months, Ezra, and I have seen Everett Dunmore's paper from the inside the livery's note, the seamstress's, the whole daisy chain of it",
94,0:20:16.772,0:20:28.642,11.87,37,"and I will tell you something for nothing. Everett Dunmore is a greedy man, and greedy men are careless, because they have never once believed anyone was watching them close enough to catch it."" She stood up.",
95,0:20:28.642,0:20:43.077,14.44,45,"There was a thing in her face the town had not seen and Ezra had not seen, the thing that had run a mill and survived a fire and come nine hundred miles to be called spoiled goods in the street and had not flinched.",
96,0:20:43.077,0:20:58.796,15.72,49,"""Get me the original note. Get me every scrap of paper you ever signed with that man or his agents. And send word to the livery man and the seamstress and anyone else that greedy fool has squeezed, that the blacksmith's wife would like a word over her ledgers.",
97,0:20:58.796,0:21:16.761,17.96,56,"He reached for the one weapon he thought a marked woman couldn't hold."" She almost smiled. ""He reached for the books. Ezra, the books are mine."" Now I want you to sit with the shape of this, because it is about to turn, and it is going to turn on a pen and not a gun,",
98,0:21:16.761,0:21:28.951,12.19,38,"which is rarer and sweeter. A rich man had thrown a woman away for her face and then, when she made a happy life out of the wreckage, had reached out to smash it, and he had reached,",
99,0:21:28.951,0:21:38.575,9.62,30,"of all the tools in his fat hand, for a column of figures the one place on God's earth where Hester Merritt was the most dangerous person for forty miles.",
100,0:21:38.575,0:21:48.199,9.62,30,He did not know that. He had never once looked at her long enough to learn what she was; he had read her face and thrown the rest away unread.,
101,0:21:48.199,0:21:58.464,10.27,32,"That was his whole crime, start to finish, and it was about to be his whole ruin. Stay with me. The blacksmith's wife is opening her ledgers. It took her nine days.",
102,0:21:58.464,0:22:16.108,17.64,55,"Nine days of Hester Vance at the kitchen table by lamplight with every scrap of Dunmore paper in Poplar Bend spread before her because they came, the livery man and the seamstress and the wheelwright and the widow who ran the boarding house, they came with their own crushing notes and their own quiet desperation,",
103,0:22:16.108,0:22:34.714,18.61,58,"having heard that the smith's wife was gathering a war, and they laid their papers before her like people laying kindling. And Hester read. She had the mill-keeper's eye and the baker daughter's patience and a personal account to settle, and she went through Everett Dunmore's decade of smiling paper the way fire goes through a dry field.",
104,0:22:34.714,0:22:48.508,13.79,43,"And she found it. Of course she found it; a greedy man who has never been watched gets sloppy, and Dunmore had been sloppy for years because the only people who could read his paper were the people he paid to write it.",
105,0:22:48.508,0:23:07.435,18.93,59,"She found that the interest he'd been charging half the town ran past the territorial limit — usury, plain and provable, in his own agents' hand. She found that the note on Ezra's shop had been assigned through a shell concern that didn't lawfully exist, which meant the man calling the demand had no clean standing to call it.",
106,0:23:07.435,0:23:18.662,11.23,35,"And she found, threaded through the whole ten years of it, the small steady thievery of a man who moves a figure here and a figure there because no one is ever going to check",
107,0:23:18.662,0:23:29.249,10.59,33,"and she wrote it all out, every count, in her clean straight hand, in a ledger of his sins, with the papers to prove each line. She did not take it to Dunmore.",
108,0:23:29.249,0:23:41.439,12.19,38,"She was smarter than that. She took it to the county seat, to the circuit judge who came through twice a year, and to the newspaper two towns over that Dunmore didn't own, and she took it, quietly,",
109,0:23:41.439,0:23:56.516,15.08,47,"to every soul in Poplar Bend that Everett Dunmore held paper on and she showed them, ledger open, that the notes crushing them were rotten, unlawful, uncollectable, and that any one of them could walk into the courthouse and say so with the proof in his hand.",
110,0:23:56.516,0:24:13.518,17.0,53,"And then she did the thing that makes this a Lantern and Dust story and not just a clever one. She put on her good gray dress, the same one she'd been rejected in, and she walked down the main street of Poplar Bend in the daylight, marked face bare to the sun,",
111,0:24:13.518,0:24:24.746,11.23,35,"with her ledger under her arm, to Everett Dunmore's fine mercantile and the whole town, which had watched her sent back like spoiled goods eight months before, came out onto the boardwalks again to watch.",
112,0:24:24.746,0:24:41.107,16.36,51,"Only it was a different watching this time. Stay for it. You have been waiting the whole story to walk down that street with her. She found Dunmore behind his counter in his checked waistcoat, and she set the ledger down on it, open, facing him, and she said not loud,",
113,0:24:41.107,0:24:54.901,13.79,43,"she'd learned from a quieter teacher than Dunmore that you don't have to be loud when you're right ""Mr. Dunmore. Eight months ago you looked at my face for one half of one minute and decided you knew everything worth knowing about me,",
114,0:24:54.901,0:25:12.865,17.96,56,"and you sent me back into the street in front of this whole town."" She turned a page. ""You should have looked longer. Because in that half a minute you threw away the one person in Poplar Bend who could read what you'd been doing to it and then, this month, for no reason but spite,",
115,0:25:12.865,0:25:25.055,12.19,38,"you handed her a demand note and told her to open her books."" Another page. ""So I opened them. All of them. This is every unlawful note you hold, with the usury marked and the count written out.",
116,0:25:25.055,0:25:43.341,18.29,57,"This is the shell you assigned my husband's paper through, which the judge will tell you is no lawful holder at all. And this — "" she laid a last sheet atop it — ""is the copy that is already at the county seat, and the copy that is already with a newspaper you do not own.",
117,0:25:43.341,0:25:57.135,13.79,43,"Your demand on the smithy is dead paper. So is every crooked note you're squeezing this town with. You can spend the next year in the courthouse explaining the usury, or you can burn every one of these notes today, forgive them clean,",
118,0:25:57.135,0:26:15.420,18.29,57,"and count yourself lucky the only thing you lose is the money you stole."" She closed the ledger. ""I'd think on it quick. There's a good many people on that boardwalk who'd like their answer."" Everett Dunmore looked down at the ledger, and then out at the street full of people he had squeezed for ten years,",
119,0:26:15.420,0:26:25.685,10.27,32,"standing quiet and hard-eyed on the boardwalks waiting to see which way the rich man would jump, and he understood slow, the way the pink and the pleased always understand it last",
120,0:26:25.685,0:26:36.913,11.23,35,"that the marked woman he had thrown away had come back with the one thing he could not buy his way out of, which was the truth written down where other people could read it.",
121,0:26:36.913,0:26:51.670,14.76,46,"And there is no gun a man can pull on a ledger. He forgave the notes. He stood in his own doorway and forgave them, one after another, in front of the town, his pink face gone gray, because the alternative she'd laid out was worse",
122,0:26:51.670,0:27:01.294,9.62,30,and the smithy note he tore in half with his own soft hands while Ezra Vance watched from the edge of the crowd with an expression no one could read.,
123,0:27:01.294,0:27:13.484,12.19,38,"The town was hers after that. Not with a cheer Poplar Bend wasn't a cheering kind of town but with the deep quiet respect a hard place gives to the one who turned out to have the spine,",
124,0:27:13.484,0:27:31.127,17.64,55,"and it was a sweet thing to see the boardwalks that had laughed at her now tip their hats. But the story isn't finished, and you know it isn't, because there is still a box on a shelf by a blacksmith's bed, and a woman who still believes, in the private middle of her happiness,",
125,0:27:31.127,0:27:41.393,10.27,32,that her husband married her out of some kindness she'll never quite deserve. That's the last knot. Stay for it. It comes untied by firelight. It came untied because of the medal.,
126,0:27:41.393,0:27:59.357,17.96,56,"She found it by accident, the way the truest things are found cleaning, a week after Dunmore's ruin, dusting the shelf by the bed she now shared, and there was a small plain wooden box she'd never opened because it was his and a person's box is their own, but it fell, and it came open,",
127,0:27:59.357,0:28:12.831,13.47,42,"and there on the floorboards lay a worn brass Saint Christopher on a bit of ribbon gone soft with ten years of a man's thumb. Hester Vance knelt on the floor and picked it up, and knew it, and could not breathe.",
128,0:28:12.831,0:28:25.983,13.15,41,"She knew it the way you know your own hand. It was her father's. She had pressed it into the good palm of a starved burned boy outside her father's bakery in Ballard's Crossing a whole lifetime ago, one cold March,",
129,0:28:25.983,0:28:35.286,9.3,29,"because Christopher looks after travelers and she couldn't bear to send the poor scarred thing back onto the road with nothing and she had forgotten him, God forgive her,",
130,0:28:35.286,0:28:52.288,17.0,53,"the way you forget the hundred small kindnesses of a young life, and she had never once, in eight months of marriage, looked at the big scarred quiet gentle man she'd wed and seen the boy at the bakery door, because the boy had been a starved child and Ezra was a mountain,",
131,0:28:52.288,0:29:09.932,17.64,55,"and because you do not go looking in your husband's face for a stranger you fed once and forgot. She was still on the floor with it in her hand when Ezra came in from the shop and saw, and stopped in the doorway, and the two of them stayed like that a long moment,",
132,0:29:09.932,0:29:20.518,10.59,33,"the whole thing finally in the room with them. ""It was you,"" she said. It wasn't a question. ""At my father's door. In Ballard's Crossing. You were the — "" her voice went.",
133,0:29:20.518,0:29:31.425,10.91,34,"""You kept it. Ten years, you kept it."" ""I meant to bring it back to you,"" Ezra Vance said, from the doorway, and his slow voice was not steady now, ""when I was somebody.",
134,0:29:31.425,0:29:42.011,10.59,33,"I meant to find you and stand in front of you not a beggar but a man with a trade and a house, and give it back, and say — "" he stopped.",
135,0:29:42.011,0:29:51.956,9.94,31,"""I didn't know how I'd ever find you. A town, a name, a girl in a bakery ten years gone. I gave it up. I told myself I gave it up.",
136,0:29:51.956,0:30:03.825,11.87,37,"And then the stage came in, and that fool said put her back on, and you turned your face, and I saw the — "" he could not say the scar, and he did not have to.",
137,0:30:03.825,0:30:14.091,10.27,32,"""I knew you. Before I knew I knew you, I was across the road. I have looked for your face for ten years, Hester. I did not marry you out of kindness.",
138,0:30:14.091,0:30:33.018,18.93,59,"I married you because you were the only person who ever looked straight at the worst of me and did not step back, and I had spent ten years becoming a man who could give you a home the way you gave me a table, and I could not tell you, because I wanted "" his voice finally broke,",
139,0:30:33.018,0:30:44.246,11.23,35,"this enormous man, in his own doorway. ""I wanted you to choose me for myself. Not because you owed me. Not because I owed you. I wanted it to be real, and not a debt.",
140,0:30:44.246,0:30:58.361,14.11,44,"So I kept it in the box, and I waited, and I hoped you'd — come to it on your own. And you have. And now you know."" And Hester Merritt, who had been called spoiled goods in the street and had not flinched,",
141,0:30:58.361,0:31:14.400,16.04,50,"who had faced down a fire and a rich man and a nine-hundred-mile road and had not wept in front of any of them knelt on the floor of her own good house with a brass medal in her scarred hand and wept at last, for the whole of it,",
142,0:31:14.400,0:31:24.666,10.27,32,"for the boy at the door and the ten years and the box on the shelf, while her husband crossed the room and knelt down with her, careful and enormous and shaking,",
143,0:31:24.666,0:31:35.893,11.23,35,"and put his scarred arms around his wife, and neither of them said anything for a long while, because some things don't want words, they've been waiting too long for words, they only want holding.",
144,0:31:35.893,0:31:50.650,14.76,46,"Everett Dunmore left Poplar Bend within the year. He left the way that kind always leaves not run out, exactly, just slowly made irrelevant, his crooked paper burned and his cold pretty marriage colder and the town's respect gone somewhere he couldn't buy it back from.",
145,0:31:50.650,0:32:05.406,14.76,46,"He sold the mercantile at a loss and went east to try his pinkness and his catalogue-ordering on some town that didn't know him yet, and the last anyone heard he was smaller and poorer and no wiser, because his kind rarely learns the one lesson,",
146,0:32:05.406,0:32:21.767,16.36,51,"which is that you cannot tell what a thing is worth by looking at the picture of it. He had held the truest woman in the territory in his hand for one half of one minute and read her face and thrown the rest away unread, and that, in the end,",
147,0:32:21.767,0:32:37.165,15.4,48,"was the whole of his poverty, and he carried it east with him along with his watch chain. And Ezra and Hester Vance kept the smithy, and the good house behind it, and grew old in Poplar Bend, and I will tell you the shape of their life,",
148,0:32:37.165,0:32:51.922,14.76,46,"because it is the point of the whole thing. He shod the town's horses and mended its iron, and she kept its books and its secrets, and the two marked people that Poplar Bend had used and not befriended became, in the slow way of years,",
