scene,in,out,dur_s,words,narration,image_prompt
26,0:06:06.995,0:06:18.758,11.76,35,"and being told daily how grateful she should be for the charity of a roof. And all the while, the money that was hers flowed out of the Pine Hollow bank into the Brackens' hands.",
27,0:06:18.758,0:06:30.856,12.1,36,"Horace, as guardian, controlled every cent of it, and he spent it as though it were his own, because for all practical purposes it had become his own. The fine carriages were bought with Nell's money.",
28,0:06:30.856,0:06:51.357,20.5,61,"Lavinia's music lessons and party dresses and the ribbons in her hair were bought with Nell's money. The very cake being cut in the parlor that morning of the dance was bought with Nell's money — and Nell was in the barn, in a dress too small, hauling manure, and had no idea that a single crumb of it was hers.",
29,0:06:51.357,0:07:03.456,12.1,36,"But here was the thing the Brackens feared, the one thing that could bring their whole comfortable arrangement down. Nell would come of age. And more than that — worse than that — Nell might marry.",
30,0:07:03.456,0:07:14.210,10.75,32,"A husband would have the right to look into his wife's affairs, to ask a lawyer what had become of the Ainsley estate, to demand an accounting no smooth word could survive.",
31,0:07:14.210,0:07:26.309,12.1,36,"A married Nell was a Nell who might, at last, find out. And so the Brackens had one iron rule above all others, and it governed everything they did: no man must ever court Nell Ainsley.",
32,0:07:26.309,0:07:41.768,15.46,46,"She must be kept plain, kept working, kept hidden — kept, above all, away from the eyes of any decent young man who might see past the cast-off dress to the lovely, clever, worthy girl underneath, and want her, and by wanting her, undo them all.",
33,0:07:41.768,0:07:53.531,11.76,35,"Which is why, on the morning of the biggest dance in ten years, with every eligible young man in the county coming to Pine Hollow, Augusta Bracken had ordered her niece hidden in the barn.",
34,0:07:53.531,0:08:14.704,21.17,63,"But they had not managed to kill the thing in Nell that they most needed dead, though God knows they tried. They had taken her lessons and her dresses and her name in the world, but they had not taken her mind, and they had not taken her spirit, because those are the two things a cruelty like theirs can never quite reach.",
35,0:08:14.704,0:08:27.475,12.77,38,"Nell kept one of her father's books the one they'd missed, a battered volume of poems she'd hidden under a loose board in the loft the day the crate was sold and by stub-candlelight, after the house slept,",
36,0:08:27.475,0:08:40.246,12.77,38,"she read it and reread it until she knew half of it by heart. She talked to the horses and the barn cats as if they were company, which in truth they were the only company she had.",
37,0:08:40.246,0:08:55.705,15.46,46,"She sang, when she was sure no one could hear, the old songs her mother had sung her. And in some stubborn ember down at the very bottom of her, under six years of being told she was nothing, Nell Ainsley did not entirely believe it.",
38,0:08:55.705,0:09:07.132,11.43,34,"She could not have told you why. But she did not, quite, believe it. The Brackens had planned it all so carefully. They had forgotten only one thing. You cannot perfectly hide the sun.",
39,0:09:07.132,0:09:21.583,14.45,43,"It has a way of getting out around the edges of whatever you put in front of it — and Nell's spirit, that stubborn unkillable ember, was about to get out around the edges on the one night they most needed it hidden.",
40,0:09:21.583,0:09:39.059,17.48,52,"The great object of the dance, from Augusta Bracken's point of view, was Lavinia. Lavinia Bracken was sixteen and had been raised her whole life to be exactly what her mother wished her to be — pretty, accomplished, and entirely without a thought in her head that Augusta had not put there.",
41,0:09:39.059,0:09:54.182,15.12,45,"She was decked out that day in the finest dress Nell's money could buy, her hair in ribbons, set up in the parlor like a prize at a fair, and the whole strategy of the Bracken household was bent toward one end: to marry Lavinia,",
42,0:09:54.182,0:10:12.666,18.48,55,"and marry her high. And the highest match in the county, that season, was Isaac Weld. Isaac Weld was the only son of the biggest cattleman in the Pine Hollow country — a good, solid, prosperous family, and Isaac himself a young man of about twenty-two who would one day have the whole Weld spread.",
43,0:10:12.666,0:10:28.126,15.46,46,"Every scheming mother in the valley had her eye on him for her daughter, and Augusta Bracken had her eye on him harder than any, because a marriage between Lavinia and the Weld boy would set the Brackens up for life and put them, at last,",
44,0:10:28.126,0:10:39.889,11.76,35,entirely beyond the reach of any awkward questions about the Ainsley estate. She had angled for months to have him at this dance. She had built the whole day around throwing Lavinia in his path.,
45,0:10:39.889,0:10:50.643,10.75,32,What Augusta Bracken did not understand — what a certain kind of scheming person never understands — was that Isaac Weld was not a prize to be won by the prettiest ribbon.,
46,0:10:50.643,0:11:06.103,15.46,46,"He was a quiet, watchful, unimpressed young man who had spent his whole life being courted by mothers and had grown thoroughly tired of it, and who was, at that very dance, bored nearly to tears by the parade of accomplished daughters being marched past him,",
47,0:11:06.103,0:11:20.890,14.79,44,"Lavinia Bracken foremost among them. Lavinia did her practiced best. She played her piece on the parlor organ. She laughed at the right moments. She was, Isaac would say later, perfectly pleasant and perfectly empty, like a fine painted cup with nothing in it.",
48,0:11:20.890,0:11:39.374,18.48,55,"And after an hour of her, Isaac Weld did what he always did at these things when he could stand no more of the performance. He made an excuse about seeing to his horse, and he slipped out the back of the house to get a breath of air where no mother could reach him.",
49,0:11:39.374,0:11:56.850,17.48,52,"Which is how Isaac Weld came to be walking through the Bracken yard, at dusk, past the barn, when he heard someone singing. It was a low song, half under the breath, the kind a person sings when they think no one can hear — an old sad pretty tune, sung true.",
50,0:11:56.850,0:12:07.268,10.42,31,"And Isaac Weld, who had spent the whole day being sung at on purpose, stopped in the dusk to listen to a girl singing who did not know anyone was there.",
51,0:12:07.268,0:12:21.384,14.12,42,"He looked in the barn door. And there was Nell Ainsley, in her too-small cast-off dress, smudged and tired, forking down hay by lantern light with a barn cat winding round her ankles, singing to herself to make the work go easier",
52,0:12:21.384,0:12:35.499,14.12,42,"and Isaac Weld stood in that doorway and felt the whole tiresome day fall away, because here, at last, was something real. He did not know who she was. He took her, from the dress and the work, for a hired girl.",
53,0:12:35.499,0:12:45.917,10.42,31,"And he did a thing that told Nell more about him in one moment than a month of parlor talk could have he did not sneer, and he did not condescend,",
54,0:12:45.917,0:13:02.721,16.8,50,"and he did not look at her the way the fine folk in the house would have looked at a barn girl. He leaned on the doorpost and said, easy and honest, ""That's the best thing I've heard all day, and I've been listening to accomplished young ladies since noon.",
55,0:13:02.721,0:13:17.508,14.79,44,"Don't stop on my account."" Nell nearly jumped out of her skin, and then went scarlet, and then — because she had a quick tongue that six years of drudgery had not managed to kill — she said, ""You'd best go back inside, mister.",
56,0:13:17.508,0:13:35.656,18.15,54,"The accomplished young ladies are in there. Out here it's just me and the horses, and we're none of us dressed for company."" And Isaac Weld laughed, a real laugh, the first one all day, and instead of going back inside he came in and sat himself down on a hay bale and stayed.",
57,0:13:35.656,0:13:50.108,14.45,43,"They talked for an hour in that barn. Just talked — about the horses, and the valley, and books, of all things, because it turned out the barn girl had read more than the accomplished ladies and thought harder about what she'd read.",
58,0:13:50.108,0:14:05.231,15.12,45,"When Isaac mentioned a line of poetry he half remembered, Nell finished it for him from memory, and then flushed and looked away as if she'd been caught at something, and Isaac Weld leaned forward and said, ""Say the rest of it,"" and she did,",
59,0:14:05.231,0:14:16.994,11.76,35,"in the lantern light, the whole of it, and he watched her face while she said it and thought he had never seen anyone more beautiful in his life, dust and cast-off dress and all.",
60,0:14:16.994,0:14:29.092,12.1,36,"She made him laugh, too she had a dry, quick way of seeing through things, and she described the parade of the dance from the outside, the way only someone shut out of a party can,",
61,0:14:29.092,0:14:47.913,18.82,56,"with such wicked accuracy that Isaac had to press his hand to his mouth to keep from being heard laughing in the yard. He realized, sitting on that hay bale, that he had told this smudged stranger more true things in one hour than he'd told any of the accomplished ladies in a year of dances,",
62,0:14:47.913,0:15:10.094,22.18,66,"because she asked him real questions and listened to the answers and did not seem to want anything from him at all except the conversation itself. Isaac Weld had been courted by half the county and bored by all of it, and here in a dim barn was a girl in a cast-off dress who was quicker and kinder and more alive than any of them,",
63,0:15:10.094,0:15:25.217,15.12,45,"who did not perform for him or angle at him but simply talked to him, like a person, and he could not for the life of him understand why such a girl was mucking stalls while empty Lavinia Bracken was being paraded in the parlor.",
64,0:15:25.217,0:15:36.644,11.43,34,"It made no sense to him. It made no sense at all — until, in the days that followed, it began to make a terrible kind of sense indeed. He would understand soon enough.",
65,0:15:36.644,0:15:51.095,14.45,43,"But not before Augusta Bracken looked out a window, and saw the Weld boy's tall shape in the lit barn doorway bent in conversation with the girl she had hidden there precisely so this could never happen, and went the color of ash.",
66,0:15:51.095,0:16:09.243,18.15,54,"Augusta Bracken moved fast, the way frightened people do. She swept out to the barn with a face full of false sweetness and a voice full of ice, and she took Isaac Weld by the arm and steered him back toward the house, laughing lightly about how the poor simple hired girl did chatter,",
67,0:16:09.243,0:16:28.063,18.82,56,"and wasn't it kind of him to be patient with her, and Lavinia had been asking after him this whole while. And she got him inside. But she had seen the way the young man looked back over his shoulder at the barn, once, and Augusta Bracken knew fear then like a stone in her belly.",
68,0:16:28.063,0:16:46.211,18.15,54,"That night, when the last carriage had rolled away and the house was dark, Augusta Bracken went out to the barn, and she was not sweet anymore. She told Nell exactly what she thought of a barn drudge who threw herself at her betters and shamed the family in front of the whole county.",
69,0:16:46.211,0:17:00.663,14.45,43,"She told her she was plain and low and had nothing and was nothing, that no decent man would ever want her but for wickedness, that the Weld boy had only been amusing himself with a serving girl the way rich boys do,",
70,0:17:00.663,0:17:11.081,10.42,31,"and that if Nell so much as looked at him again she would find herself put out on the road with nothing, which was more than an ungrateful charity case deserved.",
71,0:17:11.081,0:17:26.541,15.46,46,"And then she forbade her, on pain of the road, from ever going near Isaac Weld again — and to make sure of it, she resolved to keep Nell locked to the house and out of sight until the Weld matter with Lavinia was safely settled.",
72,0:17:26.541,0:17:48.722,22.18,66,"Nell lay awake in the cold loft that night and cried, not because she believed her aunt some stubborn ember in her had never quite believed her aunt but because for one hour in that barn she had been treated like a whole human being by a kind and interesting young man, and it had shown her, like a lamp held up in a dark room,",
73,0:17:48.722,0:18:00.148,11.43,34,"exactly how much had been stolen from her and how alone she truly was. And she resolved, lying there, that whatever came of it, she would not be sorry for that one good hour.",
74,0:18:00.148,0:18:18.296,18.15,54,"It had been hers. They could not take a thing that had already happened. What neither Nell nor Augusta knew was that Isaac Weld had ridden home that night unable to think of anything but the girl in the barn — and that the very next morning he had begun, quietly, to ask questions.",
75,0:18:18.296,0:18:28.378,10.08,30,"And Isaac Weld came from a family that, when it asked questions, got answers. The first thing Isaac did was the simplest, and it was the thing that unraveled everything.",
76,0:18:28.378,0:18:44.510,16.13,48,"He asked his father who the hired girl at the Bracken place was. And his father, Old Man Weld, who had lived in the Pine Hollow country since before the Brackens ever came, frowned and said, ""The Brackens don't rightly have a hired girl that I know of.",
77,0:18:44.510,0:19:00.306,15.8,47,"That'll be the Ainsley child. The orphan."" And Isaac said, ""Who?"" And his father told him told him about the Ainsley family, the good man who'd picked the best bottomland in the valley, the fine house, the fever that took the parents, the little heiress left behind,",
78,0:19:00.306,0:19:13.413,13.11,39,"and the poor-relation aunt and uncle who'd come to take her in and manage her estate. ""That girl owns the ground the Brackens are standing on,"" Old Man Weld said, ""or she ought to, when she comes of age.",
79,0:19:13.413,0:19:29.208,15.8,47,"The Ainsley place was worth a fortune. I always did wonder how it was getting on."" Isaac Weld sat very still while the whole ugly shape of it came clear to him the heiress in the too-small dress, hidden in her own barn, mucking her own stalls,",
80,0:19:29.208,0:19:47.020,17.81,53,"while the poor relations who were supposed to be her guardians grew fat on her fortune and paraded their own empty daughter in her stolen dresses. And Isaac Weld, who was a quiet young man but not at all a soft one, felt something go hard and cold and purposeful in his chest.",
81,0:19:47.020,0:19:59.791,12.77,38,"He did not go off half-cocked. His family had a lawyer — a sharp, honest one in the county seat — and Isaac went to him and laid out what he knew and asked what could be done.",
82,0:19:59.791,0:20:14.578,14.79,44,"And the lawyer's eyes narrowed, because a guardian's management of a minor's estate is a matter of record, and records can be examined, and a lawyer who suspects a fortune has been quietly stolen has a duty and a pleasure both in finding out.",
83,0:20:14.578,0:20:26.005,11.43,34,"It took the lawyer three weeks to assemble it the bank records, the property deed still in the dead father's name and thus in Nell's, the guardianship terms Horace Bracken had so thoroughly abused,",
84,0:20:26.005,0:20:45.834,19.83,59,"the paper trail of an estate systematically drained into the pockets of the man sworn to protect it. Three weeks, while Nell was kept locked to the house and Augusta pushed Lavinia at Isaac Weld harder than ever, never dreaming that the young man was only smiling and stalling while a lawyer built the case that would end them.",
85,0:20:45.834,0:21:02.301,16.47,49,"Those were hard weeks for Nell, and she had no idea a rescue was building. She only knew that after the night of the dance her aunt had tightened the screws she was watched now, kept to the house, given no errand that might take her past the road,",
86,0:21:02.301,0:21:14.064,11.76,35,"and Augusta's eyes followed her with a new and frightened hatred that Nell could not account for. She thought, in her innocence, that she was being punished simply for the crime of having been noticed.",
87,0:21:14.064,0:21:31.540,17.48,52,"She did not know she was being guarded like a bank vault. And she told herself, on the hard nights, that the hour in the barn had been a fluke, a kindness she'd never see again, that the fine young man had surely forgotten the barn girl the moment he rode home.",
88,0:21:31.540,0:21:45.991,14.45,43,"She made herself believe it, because believing it hurt less than hoping. She was wrong about that, as it happened, more wrong than she had ever been about anything — but she did not know it, and so those three weeks were long.",
89,0:21:45.991,0:22:01.787,15.8,47,"And Isaac, for his part, had to do the hardest thing his honest nature had ever been asked to do, which was to smile at Augusta Bracken and be pleasant to Lavinia and give no sign, for three whole weeks, of the cold fury building in him",
90,0:22:01.787,0:22:15.566,13.78,41,"because the lawyer had told him that one careless word would tip the Brackens off, and a tipped-off Horace might run, or hide the money past recovering, or worse, put the girl out on the road where she'd be beyond helping.",
91,0:22:15.566,0:22:34.386,18.82,56,"So Isaac swallowed it and played the courting suitor and hated every minute, and thought of the girl locked in that house, and waited. And at the end of those three weeks, the lawyer looked up from his papers and said to Isaac Weld, ""Son, this isn't just a matter of restoring the girl her property.",
92,0:22:34.386,0:22:49.509,15.12,45,"What Horace Bracken has done is a crime. We can put him in front of a judge. But if we want it done clean, and public, and past any wriggling out of — I'd suggest we choose our moment."" And Isaac Weld chose the moment.",
93,0:22:49.509,0:23:01.272,11.76,35,"He chose the county harvest social, three weeks on — the next great gathering of all Pine Hollow — the very kind of public stage where the Brackens had spent six years performing their respectability.",
94,0:23:01.272,0:23:16.059,14.79,44,"He would give them one more audience. Their last. The Brackens came to the harvest social in their finest, with Lavinia freshly done up, riding high because Isaac Weld had let it be known, through the lawyer's careful management, that he would be there,",
95,0:23:16.059,0:23:35.216,19.16,57,"and Augusta had convinced herself that the Weld boy was on the very edge of offering for her daughter at last. She had even, as a grand magnanimous gesture that was really just insurance, allowed Nell to come along to the social this once kept close, kept working the food tables, kept in her cast-offs, but present",
96,0:23:35.216,0:23:47.315,12.1,36,"because Augusta wanted the whole county to see what a generous Christian family the Brackens were, taking their poor plain niece even to the harvest dance. It was the single greatest mistake Augusta Bracken ever made.",
97,0:23:47.315,0:24:04.454,17.14,51,"She brought her victim to the reckoning herself. The social was in full swing, the barn strung with lanterns, the whole county gathered, when Isaac Weld stood up on the low platform where the fiddlers played and asked for quiet, and got it, because a Weld asking for quiet gets it.",
98,0:24:04.454,0:24:15.545,11.09,33,"Augusta Bracken's heart leapt — this was it, the offer, the public declaration for Lavinia she had schemed three months toward. She actually put her hand on Lavinia's back to push her forward.",
99,0:24:15.545,0:24:35.373,19.83,59,"And Isaac Weld said, ""Most of you know my family, and you know we don't say a thing unless it wants saying. Well, there's a thing that wants saying tonight, and it concerns one of the oldest families in this valley, and a wrong that's been done in plain sight of all of us for six years."" He nodded,",
100,0:24:35.373,0:24:49.825,14.45,43,"and the county-seat lawyer stepped up beside him with his leather folio, and Augusta Bracken's leaping heart turned to ice in her chest. The lawyer told it plain, in the flat unhurried voice of a man reading facts that cannot be argued with.",
101,0:24:49.825,0:25:00.579,10.75,32,He told the whole county about the Ainsley family and the fortune they'd left. He told them the law had made Horace Bracken the guardian of that fortune and the child both.,
102,0:25:00.579,0:25:18.055,17.48,52,"And then he told them, dollar by dollar, deed by deed, exactly what Horace and Augusta Bracken had done with their sacred trust the estate drained, the money spent, the heiress turned into an unpaid servant in her own house and hidden from the world so she'd never marry and find out.",
103,0:25:18.055,0:25:36.203,18.15,54,"""The house these people live in,"" the lawyer said, ""belongs to that young woman by the food tables. The dress Miss Lavinia is wearing was bought with her money. Every fine thing this family owns, it owns by theft from the orphan it swore before a judge to protect."" Augusta Bracken tried to speak.",
104,0:25:36.203,0:25:48.302,12.1,36,"She surged forward with her respectable face and her practiced voice, ready to call it slander, a Weld family grudge, the ravings of a jealous and the lawyer simply held up the deed, the actual deed,",
105,0:25:48.302,0:26:12.163,23.86,71,"with the dead man Ainsley's name on it and never a Bracken anywhere, and said, flat and merciless, ""This is the law, Mrs. Bracken. It does not care how offended you are."" And Horace Bracken, who was a coward under all his bluster, had already begun to sweat and shrink, because Horace knew better than his wife exactly how complete the record was, and exactly how little there was to say.",
106,0:26:12.163,0:26:24.262,12.1,36,"And the whole county turned, as one, to look at the plain girl in the too-small dress standing frozen by the food tables Nell Ainsley, who was hearing, in that instant, along with the entire valley,",
107,0:26:24.262,0:26:37.705,13.44,40,"the truth of who she was and what had been done to her, for the very first time in her life. She heard it the way you'd hear that a wall you'd leaned on your whole life was never there.",
108,0:26:37.705,0:26:53.165,15.46,46,"Six years of being told she was nothing, a burden, a charity case and every word of it a lie, built to keep her from the truth standing plain in a lawyer's hand: that she was the owner of it all, and had been all along,",
109,0:26:53.165,0:27:04.255,11.09,33,and the people who'd made her a drudge in her own house were thieves who had robbed a child. I have often thought about what that moment must have been for Nell Ainsley.,
110,0:27:04.255,0:27:18.034,13.78,41,"To stand in a borrowed dress you'd been given as charity, and learn in front of a thousand eyes that the charity was a lie that the house, the land, the money, all of it was yours, had always been yours,",
111,0:27:18.034,0:27:28.789,10.75,32,that you were not a poor relation grudgingly kept but a robbed heiress cruelly hidden. To have the whole shape of your stolen life turned right side up in a single breath.,
112,0:27:28.789,0:27:46.265,17.48,52,"Nell did not faint, and she did not weep, though she'd have been entitled to both. She stood very still while the county stared, and she found Isaac Weld's face in the crowd, and he gave her one steady nod I've got you, that nod said, it's true, you're safe, it's over",
113,0:27:46.265,0:27:57.019,10.75,32,"and something in Nell Ainsley that had been held down for six long years slowly, steadily, stood up straight. And then she did a small thing that the whole county would remember.",
114,0:27:57.019,0:28:12.142,15.12,45,"She reached up, calm as still water, and she untied the ribbon that Augusta had made her wear that day a mean little scrap of a thing, the cheapest in the house, given to her that morning so she'd look tended-to for the family's sake",
115,0:28:12.142,0:28:29.282,17.14,51,"and she let it fall to the ground. It was nothing. It was everything. It was a girl setting down, in front of the whole valley, the last thing the Brackens had put on her, and standing there in her too-small cast-off dress with her chin level and her eyes clear,",
116,0:28:29.282,0:28:50.119,20.84,62,"more a lady in that torn dress than Lavinia had ever been in all her stolen silk. The county saw it. And the county understood, in the way a crowd sometimes understands a thing all at once, that they had spent six years looking straight at this girl and never once seeing her and that the Brackens had counted on exactly that,",
117,0:28:50.119,0:29:11.292,21.17,63,"on a whole town's willingness not to look. Horace Bracken tried to bluster. Augusta tried to sweeten. It availed them nothing, because the lawyer had the papers and the papers did not care how respectable the Brackens had looked, and a county that had watched them perform their piety for six years now understood it had been watching a robbery the whole time.",
118,0:29:11.292,0:29:30.112,18.82,56,"There is no rage quite like the rage of a crowd that learns it has been fooled into admiring a thief. Horace Bracken was arrested for the theft of his ward's estate, and in time he went to prison for it, and the fine things went to the auction block to make Nell's fortune whole again.",
119,0:29:30.112,0:29:41.875,11.76,35,Augusta Bracken was not jailed — the law was harder on the guardian than the guardian's wife — but she got the thing that for a woman like Augusta was its own kind of prison.,
120,0:29:41.875,0:29:56.662,14.79,44,"She had to stay in Pine Hollow, stripped of the stolen house and the stolen money, and live poor and plain and scorned among the very people she had lorded her false respectability over, every one of whom now knew exactly what she was.",
121,0:29:56.662,0:30:09.097,12.43,37,"And Lavinia — poor empty Lavinia, who had never been anything but what her mother made her — had to take off the stolen dresses and learn, too late and too hard, to be an ordinary girl.",
122,0:30:09.097,0:30:19.515,10.42,31,"But here is the part I love, the part that tells you what Nell Ainsley was truly made of, under all the drudgery they'd buried her in. Nell got everything back.",
123,0:30:19.515,0:30:31.614,12.1,36,"The house on the black bottomland, the good acres, the money the auction and the courts could recover all of it came back to the girl it had been stolen from, and Nell Ainsley, at seventeen,",
124,0:30:31.614,0:30:42.032,10.42,31,"went from a barn drudge to one of the wealthiest young women in the Pine Hollow country, exactly what she'd been born to be before the Brackens ever darkened the door.",
125,0:30:42.032,0:30:54.803,12.77,38,"And she was not made cruel by it. That is the miracle of some people, that they can be treated as Nell was treated for six years and come out the far side without the poison in them.",
126,0:30:54.803,0:31:06.902,12.1,36,"When it came to Lavinia — Lavinia who had worn her dresses and taken her place and never once, in six years, said a kind word to her — Nell did a thing no one expected.",
127,0:31:06.902,0:31:24.042,17.14,51,"She did not turn her cousin out to starve. She saw that the girl had been as much her mother's tool as her victim, empty because she'd been made empty, and Nell offered her a place and a fair wage and a chance to become something real, if she wanted it.",
128,0:31:24.042,0:31:35.132,11.09,33,"Some say Lavinia took it and grew, over the years, into a decent woman at last. Some say she was too far gone in her mother's mold. The story doesn't rightly settle it.",
129,0:31:35.132,0:31:50.592,15.46,46,"But Nell offered, and the offering was the thing. As for Isaac Weld — the quiet young man who'd wandered out back looking for his horse and found an heiress singing in a barn — he did not court Nell Ainsley the moment she was rich.",
130,0:31:50.592,0:32:04.371,13.78,41,"That was the fine thing about Isaac, and Nell never forgot it. He had wanted her when he thought she was a hired girl with nothing, had sat down on a hay bale for the sheer pleasure of talking to her,",
131,0:32:04.371,0:32:14.789,10.42,31,had gone home and moved heaven and the county courts not to win a fortune but to free a girl he'd known for one hour and could not stop thinking about.,
132,0:32:14.789,0:32:28.904,14.12,42,"He'd loved the barn drudge. The heiress was just the same girl with the dust washed off. He waited a decent while, so that no one could ever say — least of all Nell herself — that he'd come for the money.",
133,0:32:28.904,0:32:49.405,20.5,61,"And then he came courting the honest way, hat in hand, up the road to the house on the black bottomland that was hers again. And Nell Ainsley, who had learned the hard way exactly what it was worth to be wanted for herself and not her fortune, and knew precisely which order those two things had come in, said yes.",
134,0:32:49.405,0:33:05.201,15.8,47,"They married on the black bottomland her father had chosen, in the fine house the Brackens had stolen and the courts gave back, and Nell Ainsley Weld lived a long full life in the valley where she'd been born, where she'd been buried alive for six years,",
135,0:33:05.201,0:33:17.972,12.77,38,"and where she rose again into exactly the life that had always been meant for her. She did a thing, in her years as the mistress of that place, that grew right out of her own hard beginning.",
136,0:33:17.972,0:33:33.431,15.46,46,"Nell Ainsley never in her life could abide to see a child kept down — an orphan grudged its keep, a servant girl worked and hidden, a young person told daily how grateful it should be for the charity of people growing fat on its labor.",
137,0:33:33.431,0:33:47.882,14.45,43,"She had an eye for it that the comfortable never have, because she had been it, and wherever she found it in the Pine Hollow country she put a stop to it, quiet and firm, the way a wealthy and determined woman can.",
138,0:33:47.882,0:34:00.653,12.77,38,"More than one hidden girl in that valley found her way up the road to the house on the bottomland, and found the door open, and a woman who knew exactly what it was to be kept small,",
139,0:34:00.653,0:34:13.760,13.11,39,"and would not stand to see it done to another. They still tell it in Pine Hollow, they say the story of the heiress they hid in the barn, and the poor relations who grew rich on her ruin,",
